Time,Value,MEASURE,Description
2012,756,ERP_M_8,Males - 30-34 years (no.)
2013,757,ERP_M_8,Males - 30-34 years (no.)
2014,760,ERP_M_8,Males - 30-34 years (no.)
2015,761,ERP_M_8,Males - 30-34 years (no.)
2016,768,ERP_M_8,Males - 30-34 years (no.)
2011,548,ERP_M_9,Males - 35-39 years (no.)
2012,551,ERP_M_9,Males - 35-39 years (no.)
2013,553,ERP_M_9,Males - 35-39 years (no.)
2014,555,ERP_M_9,Males - 35-39 years (no.)
2015,557,ERP_M_9,Males - 35-39 years (no.)
2016,558,ERP_M_9,Males - 35-39 years (no.)
2011,399,ERP_M_10,Males - 40-44 years (no.)
2012,413,ERP_M_10,Males - 40-44 years (no.)
2013,410,ERP_M_10,Males - 40-44 years (no.)
2014,415,ERP_M_10,Males - 40-44 years (no.)
2015,414,ERP_M_10,Males - 40-44 years (no.)
2016,398,ERP_M_10,Males - 40-44 years (no.)
2011,316,ERP_M_11,Males - 45-49 years (no.)
2012,353,ERP_M_11,Males - 45-49 years (no.)
2013,363,ERP_M_11,Males - 45-49 years (no.)
2014,354,ERP_M_11,Males - 45-49 years (no.)
2015,347,ERP_M_11,Males - 45-49 years (no.)
2016,347,ERP_M_11,Males - 45-49 years (no.)
2011,300,ERP_M_12,Males - 50-54 years (no.)
2012,286,ERP_M_12,Males - 50-54 years (no.)
2013,301,ERP_M_12,Males - 50-54 years (no.)
2014,331,ERP_M_12,Males - 50-54 years (no.)
2015,357,ERP_M_12,Males - 50-54 years (no.)
2016,358,ERP_M_12,Males - 50-54 years (no.)
2011,249,ERP_M_13,Males - 55-59 years (no.)
2012,263,ERP_M_13,Males - 55-59 years (no.)
2013,276,ERP_M_13,Males - 55-59 years (no.)
2014,274,ERP_M_13,Males - 55-59 years (no.)
2015,280,ERP_M_13,Males - 55-59 years (no.)
2016,292,ERP_M_13,Males - 55-59 years (no.)
2011,197,ERP_M_14,Males - 60-64 years (no.)
2012,199,ERP_M_14,Males - 60-64 years (no.)
2013,197,ERP_M_14,Males - 60-64 years (no.)
2014,206,ERP_M_14,Males - 60-64 years (no.)
2015,208,ERP_M_14,Males - 60-64 years (no.)
2016,237,ERP_M_14,Males - 60-64 years (no.)
2011,135,ERP_M_15,Males - 65-69 years (no.)
2012,149,ERP_M_15,Males - 65-69 years (no.)
2013,170,ERP_M_15,Males - 65-69 years (no.)
2014,188,ERP_M_15,Males - 65-69 years (no.)
2015,192,ERP_M_15,Males - 65-69 years (no.)
2016,196,ERP_M_15,Males - 65-69 years (no.)
2011,104,ERP_M_16,Males - 70-74 years (no.)
2012,116,ERP_M_16,Males - 70-74 years (no.)
2013,117,ERP_M_16,Males - 70-74 years (no.)
2014,117,ERP_M_16,Males - 70-74 years (no.)
2015,127,ERP_M_16,Males - 70-74 years (no.)
2016,130,ERP_M_16,Males - 70-74 years (no.)
2011,79,ERP_M_17,Males - 75-79 years (no.)
2012,74,ERP_M_17,Males - 75-79 years (no.)
2013,80,ERP_M_17,Males - 75-79 years (no.)
2014,86,ERP_M_17,Males - 75-79 years (no.)
2015,97,ERP_M_17,Males - 75-79 years (no.)
2016,110,ERP_M_17,Males - 75-79 years (no.)
2011,65,ERP_M_18,Males - 80-84 years (no.)
2012,68,ERP_M_18,Males - 80-84 years (no.)
2013,69,ERP_M_18,Males - 80-84 years (no.)
2014,70,ERP_M_18,Males - 80-84 years (no.)
2015,70,ERP_M_18,Males - 80-84 years (no.)
2016,65,ERP_M_18,Males - 80-84 years (no.)
2011,38,ERP_M_19,Males - 85 and over (no.)
2012,44,ERP_M_19,Males - 85 and over (no.)
2013,46,ERP_M_19,Males - 85 and over (no.)
2014,44,ERP_M_19,Males - 85 and over (no.)
2015,49,ERP_M_19,Males - 85 and over (no.)
2016,55,ERP_M_19,Males - 85 and over (no.)
2011,5105,ERP_M_20,Males - Total (no.)
2012,5258,ERP_M_20,Males - Total (no.)
2013,5363,ERP_M_20,Males - Total (no.)
2014,5464,ERP_M_20,Males - Total (no.)
2015,5562,ERP_M_20,Males - Total (no.)
2016,5669,ERP_M_20,Males - Total (no.)
2011,271,ERP_F_2,Females - 0-4 years (no.)
2012,274,ERP_F_2,Females - 0-4 years (no.)
2013,279,ERP_F_2,Females - 0-4 years (no.)
2014,285,ERP_F_2,Females - 0-4 years (no.)
2015,297,ERP_F_2,Females - 0-4 years (no.)
2016,300,ERP_F_2,Females - 0-4 years (no.)
2011,180,ERP_F_3,Females - 5-9 years (no.)
2012,183,ERP_F_3,Females - 5-9 years (no.)
2013,179,ERP_F_3,Females - 5-9 years (no.)
2014,177,ERP_F_3,Females - 5-9 years (no.)
2015,181,ERP_F_3,Females - 5-9 years (no.)
2016,182,ERP_F_3,Females - 5-9 years (no.)
2011,133,ERP_F_4,Females - 10-14 years (no.)
2012,131,ERP_F_4,Females - 10-14 years (no.)
2013,145,ERP_F_4,Females - 10-14 years (no.)
2014,148,ERP_F_4,Females - 10-14 years (no.)
2015,140,ERP_F_4,Females - 10-14 years (no.)
2016,146,ERP_F_4,Females - 10-14 years (no.)
2011,157,ERP_F_5,Females - 15-19 years (no.)
2012,171,ERP_F_5,Females - 15-19 years (no.)
2013,168,ERP_F_5,Females - 15-19 years (no.)
2014,166,ERP_F_5,Females - 15-19 years (no.)
2015,169,ERP_F_5,Females - 15-19 years (no.)
2016,166,ERP_F_5,Females - 15-19 years (no.)
2011,553,ERP_F_6,Females - 20-24 years (no.)
2012,553,ERP_F_6,Females - 20-24 years (no.)
2013,552,ERP_F_6,Females - 20-24 years (no.)
2014,554,ERP_F_6,Females - 20-24 years (no.)
2015,557,ERP_F_6,Females - 20-24 years (no.)
2016,573,ERP_F_6,Females - 20-24 years (no.)
2011,900,ERP_F_7,Females - 25-29 years (no.)
2012,914,ERP_F_7,Females - 25-29 years (no.)
2013,927,ERP_F_7,Females - 25-29 years (no.)
2014,945,ERP_F_7,Females - 25-29 years (no.)
2015,962,ERP_F_7,Females - 25-29 years (no.)
2016,980,ERP_F_7,Females - 25-29 years (no.)
2011,729,ERP_F_8,Females - 30-34 years (no.)
2012,750,ERP_F_8,Females - 30-34 years (no.)
2013,763,ERP_F_8,Females - 30-34 years (no.)
2014,776,ERP_F_8,Females - 30-34 years (no.)
2015,785,ERP_F_8,Females - 30-34 years (no.)
2016,799,ERP_F_8,Females - 30-34 years (no.)
2011,510,ERP_F_9,Females - 35-39 years (no.)
2012,512,ERP_F_9,Females - 35-39 years (no.)
2013,514,ERP_F_9,Females - 35-39 years (no.)
2014,515,ERP_F_9,Females - 35-39 years (no.)
2015,516,ERP_F_9,Females - 35-39 years (no.)
2016,512,ERP_F_9,Females - 35-39 years (no.)
2011,327,ERP_F_10,Females - 40-44 years (no.)
2012,374,ERP_F_10,Females - 40-44 years (no.)
2013,397,ERP_F_10,Females - 40-44 years (no.)
2014,405,ERP_F_10,Females - 40-44 years (no.)
2015,401,ERP_F_10,Females - 40-44 years (no.)
2016,380,ERP_F_10,Females - 40-44 years (no.)
2011,229,ERP_F_11,Females - 45-49 years (no.)
2012,242,ERP_F_11,Females - 45-49 years (no.)
2013,268,ERP_F_11,Females - 45-49 years (no.)
2014,285,ERP_F_11,Females - 45-49 years (no.)
2015,319,ERP_F_11,Females - 45-49 years (no.)
2016,346,ERP_F_11,Females - 45-49 years (no.)
2011,255,ERP_F_12,Females - 50-54 years (no.)
2012,259,ERP_F_12,Females - 50-54 years (no.)
2013,269,ERP_F_12,Females - 50-54 years (no.)
2014,274,ERP_F_12,Females - 50-54 years (no.)
2015,278,ERP_F_12,Females - 50-54 years (no.)
2016,285,ERP_F_12,Females - 50-54 years (no.)
2011,184,ERP_F_13,Females - 55-59 years (no.)
2012,228,ERP_F_13,Females - 55-59 years (no.)
2013,243,ERP_F_13,Females - 55-59 years (no.)
2014,264,ERP_F_13,Females - 55-59 years (no.)
2015,272,ERP_F_13,Females - 55-59 years (no.)
2016,282,ERP_F_13,Females - 55-59 years (no.)
2011,207,ERP_F_14,Females - 60-64 years (no.)
2012,173,ERP_F_14,Females - 60-64 years (no.)
2013,180,ERP_F_14,Females - 60-64 years (no.)
2014,184,ERP_F_14,Females - 60-64 years (no.)
2015,202,ERP_F_14,Females - 60-64 years (no.)
2016,233,ERP_F_14,Females - 60-64 years (no.)
2011,135,ERP_F_15,Females - 65-69 years (no.)
2012,169,ERP_F_15,Females - 65-69 years (no.)
2013,180,ERP_F_15,Females - 65-69 years (no.)
2014,189,ERP_F_15,Females - 65-69 years (no.)
2015,196,ERP_F_15,Females - 65-69 years (no.)
2016,198,ERP_F_15,Females - 65-69 years (no.)
2011,113,ERP_F_16,Females - 70-74 years (no.)
2012,120,ERP_F_16,Females - 70-74 years (no.)
2013,122,ERP_F_16,Females - 70-74 years (no.)
2014,125,ERP_F_16,Females - 70-74 years (no.)
2015,135,ERP_F_16,Females - 70-74 years (no.)
2016,142,ERP_F_16,Females - 70-74 years (no.)
2011,106,ERP_F_17,Females - 75-79 years (no.)
2012,113,ERP_F_17,Females - 75-79 years (no.)
2013,96,ERP_F_17,Females - 75-79 years (no.)
2014,102,ERP_F_17,Females - 75-79 years (no.)
2015,101,ERP_F_17,Females - 75-79 years (no.)
2016,107,ERP_F_17,Females - 75-79 years (no.)
2011,67,ERP_F_18,Females - 80-84 years (no.)
2012,71,ERP_F_18,Females - 80-84 years (no.)
2013,79,ERP_F_18,Females - 80-84 years (no.)
2014,78,ERP_F_18,Females - 80-84 years (no.)
2015,74,ERP_F_18,Females - 80-84 years (no.)
2016,73,ERP_F_18,Females - 80-84 years (no.)
2011,53,ERP_F_19,Females - 85 and over (no.)
2012,55,ERP_F_19,Females - 85 and over (no.)
2013,65,ERP_F_19,Females - 85 and over (no.)
2014,74,ERP_F_19,Females - 85 and over (no.)
2015,84,ERP_F_19,Females - 85 and over (no.)
2016,91,ERP_F_19,Females - 85 and over (no.)
2011,5109,ERP_F_20,Females - Total (no.)
2012,5292,ERP_F_20,Females - Total (no.)
2013,5426,ERP_F_20,Females - Total (no.)
2014,5546,ERP_F_20,Females - Total (no.)
2015,5669,ERP_F_20,Females - Total (no.)
2016,5795,ERP_F_20,Females - Total (no.)
2011,535,ERP_P_2,Persons - 0-4 years (no.)
2012,556,ERP_P_2,Persons - 0-4 years (no.)
2013,581,ERP_P_2,Persons - 0-4 years (no.)
2014,591,ERP_P_2,Persons - 0-4 years (no.)
2015,608,ERP_P_2,Persons - 0-4 years (no.)
2016,608,ERP_P_2,Persons - 0-4 years (no.)
2011,371,ERP_P_3,Persons - 5-9 years (no.)
2012,370,ERP_P_3,Persons - 5-9 years (no.)
2013,365,ERP_P_3,Persons - 5-9 years (no.)
2014,368,ERP_P_3,Persons - 5-9 years (no.)
2015,389,ERP_P_3,Persons - 5-9 years (no.)
2016,412,ERP_P_3,Persons - 5-9 years (no.)
2011,252,ERP_P_4,Persons - 10-14 years (no.)
2012,259,ERP_P_4,Persons - 10-14 years (no.)
2013,279,ERP_P_4,Persons - 10-14 years (no.)
2014,293,ERP_P_4,Persons - 10-14 years (no.)
2015,275,ERP_P_4,Persons - 10-14 years (no.)
2016,279,ERP_P_4,Persons - 10-14 years (no.)
2011,284,ERP_P_5,Persons - 15-19 years (no.)
2012,321,ERP_P_5,Persons - 15-19 years (no.)
2013,326,ERP_P_5,Persons - 15-19 years (no.)
2014,326,ERP_P_5,Persons - 15-19 years (no.)
2015,329,ERP_P_5,Persons - 15-19 years (no.)
2016,333,ERP_P_5,Persons - 15-19 years (no.)
2011,967,ERP_P_6,Persons - 20-24 years (no.)
2012,966,ERP_P_6,Persons - 20-24 years (no.)
2013,962,ERP_P_6,Persons - 20-24 years (no.)
2014,969,ERP_P_6,Persons - 20-24 years (no.)
2015,977,ERP_P_6,Persons - 20-24 years (no.)
2016,999,ERP_P_6,Persons - 20-24 years (no.)
2011,1714,ERP_P_7,Persons - 25-29 years (no.)
2012,1740,ERP_P_7,Persons - 25-29 years (no.)
2013,1761,ERP_P_7,Persons - 25-29 years (no.)
2014,1792,ERP_P_7,Persons - 25-29 years (no.)
2015,1831,ERP_P_7,Persons - 25-29 years (no.)
2016,1871,ERP_P_7,Persons - 25-29 years (no.)
2011,1475,ERP_P_8,Persons - 30-34 years (no.)
2012,1506,ERP_P_8,Persons - 30-34 years (no.)
2013,1520,ERP_P_8,Persons - 30-34 years (no.)
2014,1536,ERP_P_8,Persons - 30-34 years (no.)
2015,1546,ERP_P_8,Persons - 30-34 years (no.)
2016,1567,ERP_P_8,Persons - 30-34 years (no.)
2011,1058,ERP_P_9,Persons - 35-39 years (no.)
2012,1063,ERP_P_9,Persons - 35-39 years (no.)
2013,1067,ERP_P_9,Persons - 35-39 years (no.)
2014,1070,ERP_P_9,Persons - 35-39 years (no.)
2015,1073,ERP_P_9,Persons - 35-39 years (no.)
2016,1070,ERP_P_9,Persons - 35-39 years (no.)
2011,726,ERP_P_10,Persons - 40-44 years (no.)
2012,787,ERP_P_10,Persons - 40-44 years (no.)
2013,807,ERP_P_10,Persons - 40-44 years (no.)
2014,820,ERP_P_10,Persons - 40-44 years (no.)
2015,815,ERP_P_10,Persons - 40-44 years (no.)
2016,778,ERP_P_10,Persons - 40-44 years (no.)
2011,545,ERP_P_11,Persons - 45-49 years (no.)
2012,595,ERP_P_11,Persons - 45-49 years (no.)
2013,631,ERP_P_11,Persons - 45-49 years (no.)
2014,639,ERP_P_11,Persons - 45-49 years (no.)
2015,666,ERP_P_11,Persons - 45-49 years (no.)
2016,693,ERP_P_11,Persons - 45-49 years (no.)
2011,555,ERP_P_12,Persons - 50-54 years (no.)
2012,545,ERP_P_12,Persons - 50-54 years (no.)
2013,570,ERP_P_12,Persons - 50-54 years (no.)
2014,605,ERP_P_12,Persons - 50-54 years (no.)
2015,635,ERP_P_12,Persons - 50-54 years (no.)
2016,643,ERP_P_12,Persons - 50-54 years (no.)
2011,433,ERP_P_13,Persons - 55-59 years (no.)
2012,491,ERP_P_13,Persons - 55-59 years (no.)
2013,519,ERP_P_13,Persons - 55-59 years (no.)
2014,538,ERP_P_13,Persons - 55-59 years (no.)
2015,552,ERP_P_13,Persons - 55-59 years (no.)
2016,574,ERP_P_13,Persons - 55-59 years (no.)
2011,404,ERP_P_14,Persons - 60-64 years (no.)
2012,372,ERP_P_14,Persons - 60-64 years (no.)
2013,377,ERP_P_14,Persons - 60-64 years (no.)
2014,390,ERP_P_14,Persons - 60-64 years (no.)
2015,410,ERP_P_14,Persons - 60-64 years (no.)
2016,470,ERP_P_14,Persons - 60-64 years (no.)
2011,270,ERP_P_15,Persons - 65-69 years (no.)
2012,318,ERP_P_15,Persons - 65-69 years (no.)
2013,350,ERP_P_15,Persons - 65-69 years (no.)
2014,377,ERP_P_15,Persons - 65-69 years (no.)
2015,388,ERP_P_15,Persons - 65-69 years (no.)
2016,394,ERP_P_15,Persons - 65-69 years (no.)
2011,217,ERP_P_16,Persons - 70-74 years (no.)
2012,236,ERP_P_16,Persons - 70-74 years (no.)
2013,239,ERP_P_16,Persons - 70-74 years (no.)
2014,242,ERP_P_16,Persons - 70-74 years (no.)
2015,262,ERP_P_16,Persons - 70-74 years (no.)
2016,272,ERP_P_16,Persons - 70-74 years (no.)
2011,185,ERP_P_17,Persons - 75-79 years (no.)
2012,187,ERP_P_17,Persons - 75-79 years (no.)
2013,176,ERP_P_17,Persons - 75-79 years (no.)
2014,188,ERP_P_17,Persons - 75-79 years (no.)
2015,198,ERP_P_17,Persons - 75-79 years (no.)
2016,217,ERP_P_17,Persons - 75-79 years (no.)
2011,132,ERP_P_18,Persons - 80-84 years (no.)
2012,139,ERP_P_18,Persons - 80-84 years (no.)
2013,148,ERP_P_18,Persons - 80-84 years (no.)
2014,148,ERP_P_18,Persons - 80-84 years (no.)
2015,144,ERP_P_18,Persons - 80-84 years (no.)
2016,138,ERP_P_18,Persons - 80-84 years (no.)
2011,91,ERP_P_19,Persons - 85 and over (no.)
2012,99,ERP_P_19,Persons - 85 and over (no.)
2013,111,ERP_P_19,Persons - 85 and over (no.)
2014,118,ERP_P_19,Persons - 85 and over (no.)
2015,133,ERP_P_19,Persons - 85 and over (no.)
2016,146,ERP_P_19,Persons - 85 and over (no.)
2011,10214,ERP_P_20,Persons - Total (no.)
2012,10550,ERP_P_20,Persons - Total (no.)
2013,10789,ERP_P_20,Persons - Total (no.)
2014,11010,ERP_P_20,Persons - Total (no.)
2015,11231,ERP_P_20,Persons - Total (no.)
2016,11464,ERP_P_20,Persons - Total (no.)
2017,11673,ERP_P_20,Persons - Total (no.)
2011,79.9,ERP_18,Working Age Population (aged 15-64 years)
2012,79.5,ERP_18,Working Age Population (aged 15-64 years)
2013,79.2,ERP_18,Working Age Population (aged 15-64 years)
2014,78.9,ERP_18,Working Age Population (aged 15-64 years)
2015,78.7,ERP_18,Working Age Population (aged 15-64 years)
2016,78.5,ERP_18,Working Age Population (aged 15-64 years)
2016,34.3,ERP_19,Median Age - Males (years)
2016,33.1,ERP_22,Median Age - Females (years)
2016,33.7,ERP_23,Median Age - Persons (years)
2016,8319.3,ERP_21,Population density (ERP at 30 June) (persons/km2)
2011,0.6,CENSUS_2,Aboriginal and Torres Strait Islander Peoples - Proportion of total population (%)
2016,0.4,CENSUS_2,Aboriginal and Torres Strait Islander Peoples - Proportion of total population (%)
2011,3.4,CENSUS_4,Born in Oceania and Antarctica (excluding Australia) (%)
2016,3,CENSUS_4,Born in Oceania and Antarctica (excluding Australia) (%)
2011,6.7,CENSUS_5,Born in North-West Europe (%)
2016,7.4,CENSUS_5,Born in North-West Europe (%)
2011,3.7,CENSUS_6,Born in Southern and Eastern Europe (%)
2016,3.3,CENSUS_6,Born in Southern and Eastern Europe (%)
2011,2.6,CENSUS_7,Born in North Africa and the Middle East (%)
2016,2.4,CENSUS_7,Born in North Africa and the Middle East (%)
2011,6.3,CENSUS_8,Born in South-East Asia (%)
2016,5.3,CENSUS_8,Born in South-East Asia (%)
2011,4,CENSUS_9,Born in North-East Asia (%)
2016,3.6,CENSUS_9,Born in North-East Asia (%)
2011,1.1,CENSUS_10,Born in Southern and Central Asia (%)
2016,1.1,CENSUS_10,Born in Southern and Central Asia (%)
2011,2.5,CENSUS_11,Born in Americas (%)
2016,2.5,CENSUS_11,Born in Americas (%)
2011,2.8,CENSUS_12,Born in Sub-Saharan Africa (%)
2016,3.1,CENSUS_12,Born in Sub-Saharan Africa (%)
2011,33.1,CENSUS_13,Total born overseas (%)
2016,31.8,CENSUS_13,Total born overseas (%)
2016,4.1,CENSUS_15,Buddhism (%)
2016,23.3,CENSUS_16,Christianity (%)
2016,0.4,CENSUS_17,Hinduism (%)
2016,5.5,CENSUS_18,Islam (%)
2016,0.6,CENSUS_19,Judaism (%)
2016,0.3,CENSUS_20,Other Religions (%)
2016,48.9,CENSUS_21,"Secular Beliefs, Other Spiritual Beliefs and No Religious Affiliation (%)"
2016,16.8,CENSUS_22,Religious Affiliation - Inadequately described or not stated (%)
2011,22.4,CENSUS_24,Persons born overseas who arrived less than 5 years ago (%)
2016,23.8,CENSUS_24,Persons born overseas who arrived less than 5 years ago (%)
2011,15.8,CENSUS_25,Persons born overseas who arrived 5 to 10 years ago (%)
2016,15.6,CENSUS_25,Persons born overseas who arrived 5 to 10 years ago (%)
2011,56.5,CENSUS_26,Persons born overseas who arrived over 10 years ago (%)
2016,56.5,CENSUS_26,Persons born overseas who arrived over 10 years ago (%)
2011,5.4,CENSUS_27,Year of Arrival in Australia - Not stated (%)
2016,3.9,CENSUS_27,Year of Arrival in Australia - Not stated (%)
2011,75.9,CENSUS_29,Australian citizen (%)
2016,72.6,CENSUS_29,Australian citizen (%)
2011,12.5,CENSUS_30,Not an Australian citizen (%)
2016,13.6,CENSUS_30,Not an Australian citizen (%)
2011,11.6,CENSUS_31,Australian Citizenship - Not stated (%)
2016,13.8,CENSUS_31,Australian Citizenship - Not stated (%)
2011,27.1,CENSUS_33,Speaks a Language Other Than English at Home - Proportion of total population (%)
2016,25.7,CENSUS_33,Speaks a Language Other Than English at Home - Proportion of total population (%)
2013,1161,CABEE_2,Number of non-employing businesses (no.)
2014,1147,CABEE_2,Number of non-employing businesses (no.)
2015,1143,CABEE_2,Number of non-employing businesses (no.)
2016,1149,CABEE_2,Number of non-employing businesses (no.)
2017,1203,CABEE_2,Number of non-employing businesses (no.)
2013,515,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2014,537,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2015,576,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2016,573,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2017,509,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2013,279,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2014,264,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2015,238,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2016,257,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2017,258,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2013,62,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2014,68,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2015,77,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2016,82,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2017,95,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2013,2019,CABEE_5,Total number of businesses (no.)
2014,2011,CABEE_5,Total number of businesses (no.)
2015,2033,CABEE_5,Total number of businesses (no.)
2016,2052,CABEE_5,Total number of businesses (no.)
2017,2068,CABEE_5,Total number of businesses (no.)
2014,186,CABEE_7,Number of non employing business entries (no.)
2015,165,CABEE_7,Number of non employing business entries (no.)
2016,225,CABEE_7,Number of non employing business entries (no.)
2017,233,CABEE_7,Number of non employing business entries (no.)
2014,86,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2015,73,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2016,82,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2017,51,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2014,19,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2015,16,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2016,19,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2017,13,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2015,3,CABEE_39,Number of employing business entries: 20 or more employees (no.)
2016,3,CABEE_39,Number of employing business entries: 20 or more employees (no.)
2017,3,CABEE_39,Number of employing business entries: 20 or more employees (no.)
2014,298,CABEE_10,Total number of business entries (no.)
2015,257,CABEE_10,Total number of business entries (no.)
2016,326,CABEE_10,Total number of business entries (no.)
2017,300,CABEE_10,Total number of business entries (no.)
2014,179,CABEE_12,Number of non employing business exits (no.)
2015,167,CABEE_12,Number of non employing business exits (no.)
2016,188,CABEE_12,Number of non employing business exits (no.)
2017,173,CABEE_12,Number of non employing business exits (no.)
