Time,Value,MEASURE,Description
2013,5.9,ERP_13,Persons - 75-84 years (%)
2014,5.8,ERP_13,Persons - 75-84 years (%)
2015,5.5,ERP_13,Persons - 75-84 years (%)
2016,5.1,ERP_13,Persons - 75-84 years (%)
2011,2,ERP_14,Persons - 85 years and over (%)
2012,2.2,ERP_14,Persons - 85 years and over (%)
2013,2.2,ERP_14,Persons - 85 years and over (%)
2014,2.4,ERP_14,Persons - 85 years and over (%)
2015,2.5,ERP_14,Persons - 85 years and over (%)
2016,2.6,ERP_14,Persons - 85 years and over (%)
2011,609,ERP_M_2,Males - 0-4 years (no.)
2012,622,ERP_M_2,Males - 0-4 years (no.)
2013,639,ERP_M_2,Males - 0-4 years (no.)
2014,671,ERP_M_2,Males - 0-4 years (no.)
2015,714,ERP_M_2,Males - 0-4 years (no.)
2016,759,ERP_M_2,Males - 0-4 years (no.)
2011,578,ERP_M_3,Males - 5-9 years (no.)
2012,577,ERP_M_3,Males - 5-9 years (no.)
2013,574,ERP_M_3,Males - 5-9 years (no.)
2014,553,ERP_M_3,Males - 5-9 years (no.)
2015,571,ERP_M_3,Males - 5-9 years (no.)
2016,604,ERP_M_3,Males - 5-9 years (no.)
2011,554,ERP_M_4,Males - 10-14 years (no.)
2012,574,ERP_M_4,Males - 10-14 years (no.)
2013,567,ERP_M_4,Males - 10-14 years (no.)
2014,595,ERP_M_4,Males - 10-14 years (no.)
2015,583,ERP_M_4,Males - 10-14 years (no.)
2016,542,ERP_M_4,Males - 10-14 years (no.)
2011,644,ERP_M_5,Males - 15-19 years (no.)
2012,707,ERP_M_5,Males - 15-19 years (no.)
2013,751,ERP_M_5,Males - 15-19 years (no.)
2014,756,ERP_M_5,Males - 15-19 years (no.)
2015,754,ERP_M_5,Males - 15-19 years (no.)
2016,771,ERP_M_5,Males - 15-19 years (no.)
2011,1109,ERP_M_6,Males - 20-24 years (no.)
2012,1107,ERP_M_6,Males - 20-24 years (no.)
2013,1126,ERP_M_6,Males - 20-24 years (no.)
2014,1168,ERP_M_6,Males - 20-24 years (no.)
2015,1239,ERP_M_6,Males - 20-24 years (no.)
2016,1259,ERP_M_6,Males - 20-24 years (no.)
2011,1321,ERP_M_7,Males - 25-29 years (no.)
2012,1272,ERP_M_7,Males - 25-29 years (no.)
2013,1232,ERP_M_7,Males - 25-29 years (no.)
2014,1218,ERP_M_7,Males - 25-29 years (no.)
2015,1262,ERP_M_7,Males - 25-29 years (no.)
2016,1294,ERP_M_7,Males - 25-29 years (no.)
2011,892,ERP_M_8,Males - 30-34 years (no.)
2012,972,ERP_M_8,Males - 30-34 years (no.)
2013,1027,ERP_M_8,Males - 30-34 years (no.)
2014,1070,ERP_M_8,Males - 30-34 years (no.)
2015,1105,ERP_M_8,Males - 30-34 years (no.)
2016,1142,ERP_M_8,Males - 30-34 years (no.)
2011,682,ERP_M_9,Males - 35-39 years (no.)
2012,697,ERP_M_9,Males - 35-39 years (no.)
2013,708,ERP_M_9,Males - 35-39 years (no.)
2014,731,ERP_M_9,Males - 35-39 years (no.)
2015,747,ERP_M_9,Males - 35-39 years (no.)
2016,787,ERP_M_9,Males - 35-39 years (no.)
2011,622,ERP_M_10,Males - 40-44 years (no.)
2012,613,ERP_M_10,Males - 40-44 years (no.)
2013,623,ERP_M_10,Males - 40-44 years (no.)
2014,650,ERP_M_10,Males - 40-44 years (no.)
2015,667,ERP_M_10,Males - 40-44 years (no.)
2016,678,ERP_M_10,Males - 40-44 years (no.)
2011,619,ERP_M_11,Males - 45-49 years (no.)
2012,616,ERP_M_11,Males - 45-49 years (no.)
2013,608,ERP_M_11,Males - 45-49 years (no.)
2014,593,ERP_M_11,Males - 45-49 years (no.)
2015,660,ERP_M_11,Males - 45-49 years (no.)
2016,664,ERP_M_11,Males - 45-49 years (no.)
2011,628,ERP_M_12,Males - 50-54 years (no.)
2012,626,ERP_M_12,Males - 50-54 years (no.)
2013,623,ERP_M_12,Males - 50-54 years (no.)
2014,626,ERP_M_12,Males - 50-54 years (no.)
2015,623,ERP_M_12,Males - 50-54 years (no.)
2016,660,ERP_M_12,Males - 50-54 years (no.)
2011,533,ERP_M_13,Males - 55-59 years (no.)
2012,566,ERP_M_13,Males - 55-59 years (no.)
2013,586,ERP_M_13,Males - 55-59 years (no.)
2014,619,ERP_M_13,Males - 55-59 years (no.)
2015,628,ERP_M_13,Males - 55-59 years (no.)
2016,623,ERP_M_13,Males - 55-59 years (no.)
2011,425,ERP_M_14,Males - 60-64 years (no.)
2012,405,ERP_M_14,Males - 60-64 years (no.)
2013,413,ERP_M_14,Males - 60-64 years (no.)
2014,441,ERP_M_14,Males - 60-64 years (no.)
2015,488,ERP_M_14,Males - 60-64 years (no.)
2016,552,ERP_M_14,Males - 60-64 years (no.)
2011,370,ERP_M_15,Males - 65-69 years (no.)
2012,385,ERP_M_15,Males - 65-69 years (no.)
2013,415,ERP_M_15,Males - 65-69 years (no.)
2014,410,ERP_M_15,Males - 65-69 years (no.)
2015,419,ERP_M_15,Males - 65-69 years (no.)
2016,416,ERP_M_15,Males - 65-69 years (no.)
2011,349,ERP_M_16,Males - 70-74 years (no.)
2012,333,ERP_M_16,Males - 70-74 years (no.)
2013,307,ERP_M_16,Males - 70-74 years (no.)
2014,318,ERP_M_16,Males - 70-74 years (no.)
2015,330,ERP_M_16,Males - 70-74 years (no.)
2016,348,ERP_M_16,Males - 70-74 years (no.)
2011,302,ERP_M_17,Males - 75-79 years (no.)
2012,305,ERP_M_17,Males - 75-79 years (no.)
2013,298,ERP_M_17,Males - 75-79 years (no.)
2014,290,ERP_M_17,Males - 75-79 years (no.)
2015,306,ERP_M_17,Males - 75-79 years (no.)
2016,324,ERP_M_17,Males - 75-79 years (no.)
2011,288,ERP_M_18,Males - 80-84 years (no.)
2012,272,ERP_M_18,Males - 80-84 years (no.)
2013,265,ERP_M_18,Males - 80-84 years (no.)
2014,256,ERP_M_18,Males - 80-84 years (no.)
2015,246,ERP_M_18,Males - 80-84 years (no.)
2016,221,ERP_M_18,Males - 80-84 years (no.)
2011,167,ERP_M_19,Males - 85 and over (no.)
2012,181,ERP_M_19,Males - 85 and over (no.)
2013,188,ERP_M_19,Males - 85 and over (no.)
2014,211,ERP_M_19,Males - 85 and over (no.)
2015,230,ERP_M_19,Males - 85 and over (no.)
2016,246,ERP_M_19,Males - 85 and over (no.)
2011,10692,ERP_M_20,Males - Total (no.)
2012,10830,ERP_M_20,Males - Total (no.)
2013,10950,ERP_M_20,Males - Total (no.)
2014,11176,ERP_M_20,Males - Total (no.)
2015,11572,ERP_M_20,Males - Total (no.)
2016,11890,ERP_M_20,Males - Total (no.)
2011,565,ERP_F_2,Females - 0-4 years (no.)
2012,580,ERP_F_2,Females - 0-4 years (no.)
2013,595,ERP_F_2,Females - 0-4 years (no.)
2014,634,ERP_F_2,Females - 0-4 years (no.)
2015,673,ERP_F_2,Females - 0-4 years (no.)
2016,732,ERP_F_2,Females - 0-4 years (no.)
2011,526,ERP_F_3,Females - 5-9 years (no.)
2012,527,ERP_F_3,Females - 5-9 years (no.)
2013,530,ERP_F_3,Females - 5-9 years (no.)
2014,529,ERP_F_3,Females - 5-9 years (no.)
2015,541,ERP_F_3,Females - 5-9 years (no.)
2016,554,ERP_F_3,Females - 5-9 years (no.)
2011,533,ERP_F_4,Females - 10-14 years (no.)
2012,538,ERP_F_4,Females - 10-14 years (no.)
2013,540,ERP_F_4,Females - 10-14 years (no.)
2014,552,ERP_F_4,Females - 10-14 years (no.)
2015,538,ERP_F_4,Females - 10-14 years (no.)
2016,517,ERP_F_4,Females - 10-14 years (no.)
2011,614,ERP_F_5,Females - 15-19 years (no.)
2012,614,ERP_F_5,Females - 15-19 years (no.)
2013,612,ERP_F_5,Females - 15-19 years (no.)
2014,618,ERP_F_5,Females - 15-19 years (no.)
2015,656,ERP_F_5,Females - 15-19 years (no.)
2016,635,ERP_F_5,Females - 15-19 years (no.)
2011,808,ERP_F_6,Females - 20-24 years (no.)
2012,833,ERP_F_6,Females - 20-24 years (no.)
2013,878,ERP_F_6,Females - 20-24 years (no.)
2014,899,ERP_F_6,Females - 20-24 years (no.)
2015,914,ERP_F_6,Females - 20-24 years (no.)
2016,988,ERP_F_6,Females - 20-24 years (no.)
2011,1046,ERP_F_7,Females - 25-29 years (no.)
2012,1021,ERP_F_7,Females - 25-29 years (no.)
2013,988,ERP_F_7,Females - 25-29 years (no.)
2014,979,ERP_F_7,Females - 25-29 years (no.)
2015,1042,ERP_F_7,Females - 25-29 years (no.)
2016,1104,ERP_F_7,Females - 25-29 years (no.)
2011,803,ERP_F_8,Females - 30-34 years (no.)
2012,839,ERP_F_8,Females - 30-34 years (no.)
2013,889,ERP_F_8,Females - 30-34 years (no.)
2014,931,ERP_F_8,Females - 30-34 years (no.)
2015,950,ERP_F_8,Females - 30-34 years (no.)
2016,951,ERP_F_8,Females - 30-34 years (no.)
2011,664,ERP_F_9,Females - 35-39 years (no.)
2012,663,ERP_F_9,Females - 35-39 years (no.)
2013,638,ERP_F_9,Females - 35-39 years (no.)
2014,640,ERP_F_9,Females - 35-39 years (no.)
2015,651,ERP_F_9,Females - 35-39 years (no.)
2016,680,ERP_F_9,Females - 35-39 years (no.)
2011,639,ERP_F_10,Females - 40-44 years (no.)
2012,648,ERP_F_10,Females - 40-44 years (no.)
2013,661,ERP_F_10,Females - 40-44 years (no.)
2014,660,ERP_F_10,Females - 40-44 years (no.)
2015,686,ERP_F_10,Females - 40-44 years (no.)
2016,648,ERP_F_10,Females - 40-44 years (no.)
2011,596,ERP_F_11,Females - 45-49 years (no.)
2012,619,ERP_F_11,Females - 45-49 years (no.)
2013,616,ERP_F_11,Females - 45-49 years (no.)
2014,633,ERP_F_11,Females - 45-49 years (no.)
2015,645,ERP_F_11,Females - 45-49 years (no.)
2016,670,ERP_F_11,Females - 45-49 years (no.)
2011,506,ERP_F_12,Females - 50-54 years (no.)
2012,525,ERP_F_12,Females - 50-54 years (no.)
2013,543,ERP_F_12,Females - 50-54 years (no.)
2014,562,ERP_F_12,Females - 50-54 years (no.)
2015,594,ERP_F_12,Females - 50-54 years (no.)
2016,630,ERP_F_12,Females - 50-54 years (no.)
2011,522,ERP_F_13,Females - 55-59 years (no.)
2012,515,ERP_F_13,Females - 55-59 years (no.)
2013,535,ERP_F_13,Females - 55-59 years (no.)
2014,566,ERP_F_13,Females - 55-59 years (no.)
2015,588,ERP_F_13,Females - 55-59 years (no.)
2016,578,ERP_F_13,Females - 55-59 years (no.)
2011,482,ERP_F_14,Females - 60-64 years (no.)
2012,487,ERP_F_14,Females - 60-64 years (no.)
2013,482,ERP_F_14,Females - 60-64 years (no.)
2014,475,ERP_F_14,Females - 60-64 years (no.)
2015,501,ERP_F_14,Females - 60-64 years (no.)
2016,529,ERP_F_14,Females - 60-64 years (no.)
2011,385,ERP_F_15,Females - 65-69 years (no.)
2012,410,ERP_F_15,Females - 65-69 years (no.)
2013,413,ERP_F_15,Females - 65-69 years (no.)
2014,425,ERP_F_15,Females - 65-69 years (no.)
2015,435,ERP_F_15,Females - 65-69 years (no.)
2016,474,ERP_F_15,Females - 65-69 years (no.)
2011,366,ERP_F_16,Females - 70-74 years (no.)
2012,361,ERP_F_16,Females - 70-74 years (no.)
2013,361,ERP_F_16,Females - 70-74 years (no.)
2014,358,ERP_F_16,Females - 70-74 years (no.)
2015,377,ERP_F_16,Females - 70-74 years (no.)
2016,392,ERP_F_16,Females - 70-74 years (no.)
2011,377,ERP_F_17,Females - 75-79 years (no.)
2012,373,ERP_F_17,Females - 75-79 years (no.)
2013,363,ERP_F_17,Females - 75-79 years (no.)
2014,367,ERP_F_17,Females - 75-79 years (no.)
2015,358,ERP_F_17,Females - 75-79 years (no.)
2016,331,ERP_F_17,Females - 75-79 years (no.)
2011,338,ERP_F_18,Females - 80-84 years (no.)
2012,324,ERP_F_18,Females - 80-84 years (no.)
2013,331,ERP_F_18,Females - 80-84 years (no.)
2014,331,ERP_F_18,Females - 80-84 years (no.)
2015,315,ERP_F_18,Females - 80-84 years (no.)
2016,304,ERP_F_18,Females - 80-84 years (no.)
2011,250,ERP_F_19,Females - 85 and over (no.)
2012,276,ERP_F_19,Females - 85 and over (no.)
2013,287,ERP_F_19,Females - 85 and over (no.)
2014,298,ERP_F_19,Females - 85 and over (no.)
2015,328,ERP_F_19,Females - 85 and over (no.)
2016,346,ERP_F_19,Females - 85 and over (no.)
2011,10020,ERP_F_20,Females - Total (no.)
2012,10153,ERP_F_20,Females - Total (no.)
2013,10262,ERP_F_20,Females - Total (no.)
2014,10457,ERP_F_20,Females - Total (no.)
2015,10792,ERP_F_20,Females - Total (no.)
2016,11063,ERP_F_20,Females - Total (no.)
2011,1174,ERP_P_2,Persons - 0-4 years (no.)
2012,1202,ERP_P_2,Persons - 0-4 years (no.)
2013,1234,ERP_P_2,Persons - 0-4 years (no.)
2014,1305,ERP_P_2,Persons - 0-4 years (no.)
2015,1387,ERP_P_2,Persons - 0-4 years (no.)
2016,1491,ERP_P_2,Persons - 0-4 years (no.)
2011,1104,ERP_P_3,Persons - 5-9 years (no.)
2012,1104,ERP_P_3,Persons - 5-9 years (no.)
2013,1104,ERP_P_3,Persons - 5-9 years (no.)
2014,1082,ERP_P_3,Persons - 5-9 years (no.)
2015,1112,ERP_P_3,Persons - 5-9 years (no.)
2016,1158,ERP_P_3,Persons - 5-9 years (no.)
2011,1087,ERP_P_4,Persons - 10-14 years (no.)
2012,1112,ERP_P_4,Persons - 10-14 years (no.)
2013,1107,ERP_P_4,Persons - 10-14 years (no.)
2014,1147,ERP_P_4,Persons - 10-14 years (no.)
2015,1121,ERP_P_4,Persons - 10-14 years (no.)
2016,1059,ERP_P_4,Persons - 10-14 years (no.)
2011,1258,ERP_P_5,Persons - 15-19 years (no.)
2012,1321,ERP_P_5,Persons - 15-19 years (no.)
2013,1363,ERP_P_5,Persons - 15-19 years (no.)
2014,1374,ERP_P_5,Persons - 15-19 years (no.)
2015,1410,ERP_P_5,Persons - 15-19 years (no.)
2016,1406,ERP_P_5,Persons - 15-19 years (no.)
2011,1917,ERP_P_6,Persons - 20-24 years (no.)
2012,1940,ERP_P_6,Persons - 20-24 years (no.)
2013,2004,ERP_P_6,Persons - 20-24 years (no.)
2014,2067,ERP_P_6,Persons - 20-24 years (no.)
2015,2153,ERP_P_6,Persons - 20-24 years (no.)
2016,2247,ERP_P_6,Persons - 20-24 years (no.)
2011,2367,ERP_P_7,Persons - 25-29 years (no.)
2012,2293,ERP_P_7,Persons - 25-29 years (no.)
2013,2220,ERP_P_7,Persons - 25-29 years (no.)
2014,2197,ERP_P_7,Persons - 25-29 years (no.)
2015,2304,ERP_P_7,Persons - 25-29 years (no.)
2016,2398,ERP_P_7,Persons - 25-29 years (no.)
2011,1695,ERP_P_8,Persons - 30-34 years (no.)
2012,1811,ERP_P_8,Persons - 30-34 years (no.)
2013,1916,ERP_P_8,Persons - 30-34 years (no.)
2014,2001,ERP_P_8,Persons - 30-34 years (no.)
2015,2055,ERP_P_8,Persons - 30-34 years (no.)
2016,2093,ERP_P_8,Persons - 30-34 years (no.)
2011,1346,ERP_P_9,Persons - 35-39 years (no.)
2012,1360,ERP_P_9,Persons - 35-39 years (no.)
2013,1346,ERP_P_9,Persons - 35-39 years (no.)
2014,1371,ERP_P_9,Persons - 35-39 years (no.)
2015,1398,ERP_P_9,Persons - 35-39 years (no.)
2016,1467,ERP_P_9,Persons - 35-39 years (no.)
2011,1261,ERP_P_10,Persons - 40-44 years (no.)
2012,1261,ERP_P_10,Persons - 40-44 years (no.)
2013,1284,ERP_P_10,Persons - 40-44 years (no.)
2014,1310,ERP_P_10,Persons - 40-44 years (no.)
2015,1353,ERP_P_10,Persons - 40-44 years (no.)
2016,1326,ERP_P_10,Persons - 40-44 years (no.)
2011,1215,ERP_P_11,Persons - 45-49 years (no.)
2012,1235,ERP_P_11,Persons - 45-49 years (no.)
2013,1224,ERP_P_11,Persons - 45-49 years (no.)
2014,1226,ERP_P_11,Persons - 45-49 years (no.)
2015,1305,ERP_P_11,Persons - 45-49 years (no.)
2016,1334,ERP_P_11,Persons - 45-49 years (no.)
2011,1134,ERP_P_12,Persons - 50-54 years (no.)
2012,1151,ERP_P_12,Persons - 50-54 years (no.)
2013,1166,ERP_P_12,Persons - 50-54 years (no.)
2014,1188,ERP_P_12,Persons - 50-54 years (no.)
2015,1217,ERP_P_12,Persons - 50-54 years (no.)
2016,1290,ERP_P_12,Persons - 50-54 years (no.)
2011,1055,ERP_P_13,Persons - 55-59 years (no.)
2012,1081,ERP_P_13,Persons - 55-59 years (no.)
2013,1121,ERP_P_13,Persons - 55-59 years (no.)
2014,1185,ERP_P_13,Persons - 55-59 years (no.)
2015,1216,ERP_P_13,Persons - 55-59 years (no.)
2016,1201,ERP_P_13,Persons - 55-59 years (no.)
2011,907,ERP_P_14,Persons - 60-64 years (no.)
2012,892,ERP_P_14,Persons - 60-64 years (no.)
2013,895,ERP_P_14,Persons - 60-64 years (no.)
2014,916,ERP_P_14,Persons - 60-64 years (no.)
2015,989,ERP_P_14,Persons - 60-64 years (no.)
2016,1081,ERP_P_14,Persons - 60-64 years (no.)
2011,755,ERP_P_15,Persons - 65-69 years (no.)
2012,795,ERP_P_15,Persons - 65-69 years (no.)
2013,828,ERP_P_15,Persons - 65-69 years (no.)
2014,835,ERP_P_15,Persons - 65-69 years (no.)
2015,854,ERP_P_15,Persons - 65-69 years (no.)
2016,890,ERP_P_15,Persons - 65-69 years (no.)
2011,715,ERP_P_16,Persons - 70-74 years (no.)
2012,694,ERP_P_16,Persons - 70-74 years (no.)
2013,668,ERP_P_16,Persons - 70-74 years (no.)
2014,676,ERP_P_16,Persons - 70-74 years (no.)
2015,707,ERP_P_16,Persons - 70-74 years (no.)
2016,740,ERP_P_16,Persons - 70-74 years (no.)
2011,679,ERP_P_17,Persons - 75-79 years (no.)
2012,678,ERP_P_17,Persons - 75-79 years (no.)
2013,661,ERP_P_17,Persons - 75-79 years (no.)
2014,657,ERP_P_17,Persons - 75-79 years (no.)
2015,664,ERP_P_17,Persons - 75-79 years (no.)
2016,655,ERP_P_17,Persons - 75-79 years (no.)
2011,626,ERP_P_18,Persons - 80-84 years (no.)
2012,596,ERP_P_18,Persons - 80-84 years (no.)
2013,596,ERP_P_18,Persons - 80-84 years (no.)
2014,587,ERP_P_18,Persons - 80-84 years (no.)
2015,561,ERP_P_18,Persons - 80-84 years (no.)
2016,525,ERP_P_18,Persons - 80-84 years (no.)
2011,417,ERP_P_19,Persons - 85 and over (no.)
2012,457,ERP_P_19,Persons - 85 and over (no.)
2013,475,ERP_P_19,Persons - 85 and over (no.)
2014,509,ERP_P_19,Persons - 85 and over (no.)
2015,558,ERP_P_19,Persons - 85 and over (no.)
2016,592,ERP_P_19,Persons - 85 and over (no.)
2011,20712,ERP_P_20,Persons - Total (no.)
2012,20983,ERP_P_20,Persons - Total (no.)
2013,21212,ERP_P_20,Persons - Total (no.)
2014,21633,ERP_P_20,Persons - Total (no.)
2015,22364,ERP_P_20,Persons - Total (no.)
2016,22953,ERP_P_20,Persons - Total (no.)
2017,23428,ERP_P_20,Persons - Total (no.)
2011,68.3,ERP_18,Working Age Population (aged 15-64 years)
2012,68.4,ERP_18,Working Age Population (aged 15-64 years)
2013,68.5,ERP_18,Working Age Population (aged 15-64 years)
2014,68.6,ERP_18,Working Age Population (aged 15-64 years)
2015,68.9,ERP_18,Working Age Population (aged 15-64 years)
2016,69,ERP_18,Working Age Population (aged 15-64 years)
2016,33.1,ERP_19,Median Age - Males (years)
2016,35.3,ERP_22,Median Age - Females (years)
2016,34,ERP_23,Median Age - Persons (years)
2016,2066.9,ERP_21,Population density (ERP at 30 June) (persons/km2)
2011,0.2,CENSUS_2,Aboriginal and Torres Strait Islander Peoples - Proportion of total population (%)
2016,0.1,CENSUS_2,Aboriginal and Torres Strait Islander Peoples - Proportion of total population (%)
2011,2.3,CENSUS_4,Born in Oceania and Antarctica (excluding Australia) (%)
2016,1.6,CENSUS_4,Born in Oceania and Antarctica (excluding Australia) (%)
2011,1.9,CENSUS_5,Born in North-West Europe (%)
2016,1.3,CENSUS_5,Born in North-West Europe (%)
2011,6.5,CENSUS_6,Born in Southern and Eastern Europe (%)
2016,4.8,CENSUS_6,Born in Southern and Eastern Europe (%)
2011,1.2,CENSUS_7,Born in North Africa and the Middle East (%)
2016,1.1,CENSUS_7,Born in North Africa and the Middle East (%)
2011,31.5,CENSUS_8,Born in South-East Asia (%)
2016,35.7,CENSUS_8,Born in South-East Asia (%)
2011,5.6,CENSUS_9,Born in North-East Asia (%)
2016,6.9,CENSUS_9,Born in North-East Asia (%)
2011,13.9,CENSUS_10,Born in Southern and Central Asia (%)
2016,12.2,CENSUS_10,Born in Southern and Central Asia (%)
2011,1,CENSUS_11,Born in Americas (%)
2016,0.7,CENSUS_11,Born in Americas (%)
2011,1.2,CENSUS_12,Born in Sub-Saharan Africa (%)
2016,1,CENSUS_12,Born in Sub-Saharan Africa (%)
2011,65.2,CENSUS_13,Total born overseas (%)
2016,65.3,CENSUS_13,Total born overseas (%)
2016,22.6,CENSUS_15,Buddhism (%)
2016,29.4,CENSUS_16,Christianity (%)
2016,3.3,CENSUS_17,Hinduism (%)
2016,9.4,CENSUS_18,Islam (%)
2016,0.1,CENSUS_19,Judaism (%)
2016,6.4,CENSUS_20,Other Religions (%)
2016,19.7,CENSUS_21,"Secular Beliefs, Other Spiritual Beliefs and No Religious Affiliation (%)"
2016,9,CENSUS_22,Religious Affiliation - Inadequately described or not stated (%)
2011,27.3,CENSUS_24,Persons born overseas who arrived less than 5 years ago (%)
2016,25.1,CENSUS_24,Persons born overseas who arrived less than 5 years ago (%)
2011,12.2,CENSUS_25,Persons born overseas who arrived 5 to 10 years ago (%)
2016,17.4,CENSUS_25,Persons born overseas who arrived 5 to 10 years ago (%)
2011,56.1,CENSUS_26,Persons born overseas who arrived over 10 years ago (%)
2016,54,CENSUS_26,Persons born overseas who arrived over 10 years ago (%)
2011,4.4,CENSUS_27,Year of Arrival in Australia - Not stated (%)
2016,3.5,CENSUS_27,Year of Arrival in Australia - Not stated (%)
2011,68.8,CENSUS_29,Australian citizen (%)
2016,64.2,CENSUS_29,Australian citizen (%)
2011,25.4,CENSUS_30,Not an Australian citizen (%)
2016,29.6,CENSUS_30,Not an Australian citizen (%)
2011,5.9,CENSUS_31,Australian Citizenship - Not stated (%)
2016,6.3,CENSUS_31,Australian Citizenship - Not stated (%)
2011,75,CENSUS_33,Speaks a Language Other Than English at Home - Proportion of total population (%)
2016,76.5,CENSUS_33,Speaks a Language Other Than English at Home - Proportion of total population (%)
2013,1117,CABEE_2,Number of non-employing businesses (no.)
2014,1076,CABEE_2,Number of non-employing businesses (no.)
2015,1091,CABEE_2,Number of non-employing businesses (no.)
2016,1115,CABEE_2,Number of non-employing businesses (no.)
2017,1234,CABEE_2,Number of non-employing businesses (no.)
2013,589,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2014,592,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2015,591,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2016,595,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2017,655,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2013,197,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2014,213,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2015,199,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2016,224,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2017,207,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2013,50,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2014,53,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2015,51,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2016,54,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2017,54,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2013,1954,CABEE_5,Total number of businesses (no.)
2014,1925,CABEE_5,Total number of businesses (no.)
2015,1936,CABEE_5,Total number of businesses (no.)
2016,1987,CABEE_5,Total number of businesses (no.)
2017,2154,CABEE_5,Total number of businesses (no.)
2014,240,CABEE_7,Number of non employing business entries (no.)
2015,234,CABEE_7,Number of non employing business entries (no.)
2016,253,CABEE_7,Number of non employing business entries (no.)
2017,345,CABEE_7,Number of non employing business entries (no.)
2014,91,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2015,98,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2016,106,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2017,127,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2014,14,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2015,8,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2016,14,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2017,15,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2016,3,CABEE_39,Number of employing business entries: 20 or more employees (no.)
2014,348,CABEE_10,Total number of business entries (no.)
2015,342,CABEE_10,Total number of business entries (no.)
2016,373,CABEE_10,Total number of business entries (no.)
2017,488,CABEE_10,Total number of business entries (no.)
2014,227,CABEE_12,Number of non employing business exits (no.)
2015,186,CABEE_12,Number of non employing business exits (no.)
2016,216,CABEE_12,Number of non employing business exits (no.)
2017,226,CABEE_12,Number of non employing business exits (no.)
