Time,Value,MEASURE,Description
2012,341,ERP_M_5,Males - 15-19 years (no.)
2013,356,ERP_M_5,Males - 15-19 years (no.)
2014,369,ERP_M_5,Males - 15-19 years (no.)
2015,365,ERP_M_5,Males - 15-19 years (no.)
2016,346,ERP_M_5,Males - 15-19 years (no.)
2011,520,ERP_M_6,Males - 20-24 years (no.)
2012,515,ERP_M_6,Males - 20-24 years (no.)
2013,500,ERP_M_6,Males - 20-24 years (no.)
2014,501,ERP_M_6,Males - 20-24 years (no.)
2015,507,ERP_M_6,Males - 20-24 years (no.)
2016,579,ERP_M_6,Males - 20-24 years (no.)
2011,630,ERP_M_7,Males - 25-29 years (no.)
2012,644,ERP_M_7,Males - 25-29 years (no.)
2013,655,ERP_M_7,Males - 25-29 years (no.)
2014,641,ERP_M_7,Males - 25-29 years (no.)
2015,665,ERP_M_7,Males - 25-29 years (no.)
2016,641,ERP_M_7,Males - 25-29 years (no.)
2011,624,ERP_M_8,Males - 30-34 years (no.)
2012,624,ERP_M_8,Males - 30-34 years (no.)
2013,634,ERP_M_8,Males - 30-34 years (no.)
2014,662,ERP_M_8,Males - 30-34 years (no.)
2015,661,ERP_M_8,Males - 30-34 years (no.)
2016,676,ERP_M_8,Males - 30-34 years (no.)
2011,584,ERP_M_9,Males - 35-39 years (no.)
2012,565,ERP_M_9,Males - 35-39 years (no.)
2013,560,ERP_M_9,Males - 35-39 years (no.)
2014,557,ERP_M_9,Males - 35-39 years (no.)
2015,560,ERP_M_9,Males - 35-39 years (no.)
2016,563,ERP_M_9,Males - 35-39 years (no.)
2011,534,ERP_M_10,Males - 40-44 years (no.)
2012,562,ERP_M_10,Males - 40-44 years (no.)
2013,557,ERP_M_10,Males - 40-44 years (no.)
2014,549,ERP_M_10,Males - 40-44 years (no.)
2015,535,ERP_M_10,Males - 40-44 years (no.)
2016,506,ERP_M_10,Males - 40-44 years (no.)
2011,522,ERP_M_11,Males - 45-49 years (no.)
2012,506,ERP_M_11,Males - 45-49 years (no.)
2013,502,ERP_M_11,Males - 45-49 years (no.)
2014,507,ERP_M_11,Males - 45-49 years (no.)
2015,508,ERP_M_11,Males - 45-49 years (no.)
2016,521,ERP_M_11,Males - 45-49 years (no.)
2011,416,ERP_M_12,Males - 50-54 years (no.)
2012,458,ERP_M_12,Males - 50-54 years (no.)
2013,504,ERP_M_12,Males - 50-54 years (no.)
2014,501,ERP_M_12,Males - 50-54 years (no.)
2015,500,ERP_M_12,Males - 50-54 years (no.)
2016,498,ERP_M_12,Males - 50-54 years (no.)
2011,377,ERP_M_13,Males - 55-59 years (no.)
2012,384,ERP_M_13,Males - 55-59 years (no.)
2013,364,ERP_M_13,Males - 55-59 years (no.)
2014,379,ERP_M_13,Males - 55-59 years (no.)
2015,398,ERP_M_13,Males - 55-59 years (no.)
2016,406,ERP_M_13,Males - 55-59 years (no.)
2011,357,ERP_M_14,Males - 60-64 years (no.)
2012,360,ERP_M_14,Males - 60-64 years (no.)
2013,371,ERP_M_14,Males - 60-64 years (no.)
2014,372,ERP_M_14,Males - 60-64 years (no.)
2015,368,ERP_M_14,Males - 60-64 years (no.)
2016,374,ERP_M_14,Males - 60-64 years (no.)
2011,226,ERP_M_15,Males - 65-69 years (no.)
2012,254,ERP_M_15,Males - 65-69 years (no.)
2013,288,ERP_M_15,Males - 65-69 years (no.)
2014,301,ERP_M_15,Males - 65-69 years (no.)
2015,308,ERP_M_15,Males - 65-69 years (no.)
2016,316,ERP_M_15,Males - 65-69 years (no.)
2011,175,ERP_M_16,Males - 70-74 years (no.)
2012,182,ERP_M_16,Males - 70-74 years (no.)
2013,179,ERP_M_16,Males - 70-74 years (no.)
2014,179,ERP_M_16,Males - 70-74 years (no.)
2015,193,ERP_M_16,Males - 70-74 years (no.)
2016,234,ERP_M_16,Males - 70-74 years (no.)
2011,169,ERP_M_17,Males - 75-79 years (no.)
2012,164,ERP_M_17,Males - 75-79 years (no.)
2013,171,ERP_M_17,Males - 75-79 years (no.)
2014,176,ERP_M_17,Males - 75-79 years (no.)
2015,169,ERP_M_17,Males - 75-79 years (no.)
2016,141,ERP_M_17,Males - 75-79 years (no.)
2011,123,ERP_M_18,Males - 80-84 years (no.)
2012,132,ERP_M_18,Males - 80-84 years (no.)
2013,130,ERP_M_18,Males - 80-84 years (no.)
2014,149,ERP_M_18,Males - 80-84 years (no.)
2015,148,ERP_M_18,Males - 80-84 years (no.)
2016,155,ERP_M_18,Males - 80-84 years (no.)
2011,111,ERP_M_19,Males - 85 and over (no.)
2012,112,ERP_M_19,Males - 85 and over (no.)
2013,120,ERP_M_19,Males - 85 and over (no.)
2014,113,ERP_M_19,Males - 85 and over (no.)
2015,126,ERP_M_19,Males - 85 and over (no.)
2016,136,ERP_M_19,Males - 85 and over (no.)
2011,6888,ERP_M_20,Males - Total (no.)
2012,7009,ERP_M_20,Males - Total (no.)
2013,7113,ERP_M_20,Males - Total (no.)
2014,7178,ERP_M_20,Males - Total (no.)
2015,7239,ERP_M_20,Males - Total (no.)
2016,7329,ERP_M_20,Males - Total (no.)
2011,413,ERP_F_2,Females - 0-4 years (no.)
2012,416,ERP_F_2,Females - 0-4 years (no.)
2013,403,ERP_F_2,Females - 0-4 years (no.)
2014,397,ERP_F_2,Females - 0-4 years (no.)
2015,395,ERP_F_2,Females - 0-4 years (no.)
2016,415,ERP_F_2,Females - 0-4 years (no.)
2011,385,ERP_F_3,Females - 5-9 years (no.)
2012,386,ERP_F_3,Females - 5-9 years (no.)
2013,410,ERP_F_3,Females - 5-9 years (no.)
2014,408,ERP_F_3,Females - 5-9 years (no.)
2015,416,ERP_F_3,Females - 5-9 years (no.)
2016,420,ERP_F_3,Females - 5-9 years (no.)
2011,349,ERP_F_4,Females - 10-14 years (no.)
2012,359,ERP_F_4,Females - 10-14 years (no.)
2013,362,ERP_F_4,Females - 10-14 years (no.)
2014,374,ERP_F_4,Females - 10-14 years (no.)
2015,371,ERP_F_4,Females - 10-14 years (no.)
2016,352,ERP_F_4,Females - 10-14 years (no.)
2011,348,ERP_F_5,Females - 15-19 years (no.)
2012,354,ERP_F_5,Females - 15-19 years (no.)
2013,363,ERP_F_5,Females - 15-19 years (no.)
2014,367,ERP_F_5,Females - 15-19 years (no.)
2015,382,ERP_F_5,Females - 15-19 years (no.)
2016,389,ERP_F_5,Females - 15-19 years (no.)
2011,539,ERP_F_6,Females - 20-24 years (no.)
2012,543,ERP_F_6,Females - 20-24 years (no.)
2013,543,ERP_F_6,Females - 20-24 years (no.)
2014,554,ERP_F_6,Females - 20-24 years (no.)
2015,562,ERP_F_6,Females - 20-24 years (no.)
2016,589,ERP_F_6,Females - 20-24 years (no.)
2011,626,ERP_F_7,Females - 25-29 years (no.)
2012,659,ERP_F_7,Females - 25-29 years (no.)
2013,686,ERP_F_7,Females - 25-29 years (no.)
2014,712,ERP_F_7,Females - 25-29 years (no.)
2015,703,ERP_F_7,Females - 25-29 years (no.)
2016,705,ERP_F_7,Females - 25-29 years (no.)
2011,641,ERP_F_8,Females - 30-34 years (no.)
2012,636,ERP_F_8,Females - 30-34 years (no.)
2013,631,ERP_F_8,Females - 30-34 years (no.)
2014,639,ERP_F_8,Females - 30-34 years (no.)
2015,650,ERP_F_8,Females - 30-34 years (no.)
2016,679,ERP_F_8,Females - 30-34 years (no.)
2011,603,ERP_F_9,Females - 35-39 years (no.)
2012,599,ERP_F_9,Females - 35-39 years (no.)
2013,602,ERP_F_9,Females - 35-39 years (no.)
2014,596,ERP_F_9,Females - 35-39 years (no.)
2015,583,ERP_F_9,Females - 35-39 years (no.)
2016,585,ERP_F_9,Females - 35-39 years (no.)
2011,577,ERP_F_10,Females - 40-44 years (no.)
2012,579,ERP_F_10,Females - 40-44 years (no.)
2013,577,ERP_F_10,Females - 40-44 years (no.)
2014,588,ERP_F_10,Females - 40-44 years (no.)
2015,600,ERP_F_10,Females - 40-44 years (no.)
2016,584,ERP_F_10,Females - 40-44 years (no.)
2011,499,ERP_F_11,Females - 45-49 years (no.)
2012,521,ERP_F_11,Females - 45-49 years (no.)
2013,529,ERP_F_11,Females - 45-49 years (no.)
2014,506,ERP_F_11,Females - 45-49 years (no.)
2015,514,ERP_F_11,Females - 45-49 years (no.)
2016,519,ERP_F_11,Females - 45-49 years (no.)
2011,479,ERP_F_12,Females - 50-54 years (no.)
2012,480,ERP_F_12,Females - 50-54 years (no.)
2013,492,ERP_F_12,Females - 50-54 years (no.)
2014,499,ERP_F_12,Females - 50-54 years (no.)
2015,488,ERP_F_12,Females - 50-54 years (no.)
2016,470,ERP_F_12,Females - 50-54 years (no.)
2011,387,ERP_F_13,Females - 55-59 years (no.)
2012,419,ERP_F_13,Females - 55-59 years (no.)
2013,432,ERP_F_13,Females - 55-59 years (no.)
2014,455,ERP_F_13,Females - 55-59 years (no.)
2015,461,ERP_F_13,Females - 55-59 years (no.)
2016,484,ERP_F_13,Females - 55-59 years (no.)
2011,330,ERP_F_14,Females - 60-64 years (no.)
2012,324,ERP_F_14,Females - 60-64 years (no.)
2013,336,ERP_F_14,Females - 60-64 years (no.)
2014,334,ERP_F_14,Females - 60-64 years (no.)
2015,346,ERP_F_14,Females - 60-64 years (no.)
2016,357,ERP_F_14,Females - 60-64 years (no.)
2011,234,ERP_F_15,Females - 65-69 years (no.)
2012,253,ERP_F_15,Females - 65-69 years (no.)
2013,268,ERP_F_15,Females - 65-69 years (no.)
2014,285,ERP_F_15,Females - 65-69 years (no.)
2015,305,ERP_F_15,Females - 65-69 years (no.)
2016,315,ERP_F_15,Females - 65-69 years (no.)
2011,220,ERP_F_16,Females - 70-74 years (no.)
2012,243,ERP_F_16,Females - 70-74 years (no.)
2013,235,ERP_F_16,Females - 70-74 years (no.)
2014,217,ERP_F_16,Females - 70-74 years (no.)
2015,214,ERP_F_16,Females - 70-74 years (no.)
2016,217,ERP_F_16,Females - 70-74 years (no.)
2011,210,ERP_F_17,Females - 75-79 years (no.)
2012,203,ERP_F_17,Females - 75-79 years (no.)
2013,209,ERP_F_17,Females - 75-79 years (no.)
2014,221,ERP_F_17,Females - 75-79 years (no.)
2015,222,ERP_F_17,Females - 75-79 years (no.)
2016,219,ERP_F_17,Females - 75-79 years (no.)
2011,198,ERP_F_18,Females - 80-84 years (no.)
2012,201,ERP_F_18,Females - 80-84 years (no.)
2013,207,ERP_F_18,Females - 80-84 years (no.)
2014,203,ERP_F_18,Females - 80-84 years (no.)
2015,204,ERP_F_18,Females - 80-84 years (no.)
2016,199,ERP_F_18,Females - 80-84 years (no.)
2011,242,ERP_F_19,Females - 85 and over (no.)
2012,240,ERP_F_19,Females - 85 and over (no.)
2013,240,ERP_F_19,Females - 85 and over (no.)
2014,252,ERP_F_19,Females - 85 and over (no.)
2015,250,ERP_F_19,Females - 85 and over (no.)
2016,257,ERP_F_19,Females - 85 and over (no.)
2011,7280,ERP_F_20,Females - Total (no.)
2012,7415,ERP_F_20,Females - Total (no.)
2013,7525,ERP_F_20,Females - Total (no.)
2014,7607,ERP_F_20,Females - Total (no.)
2015,7666,ERP_F_20,Females - Total (no.)
2016,7755,ERP_F_20,Females - Total (no.)
2011,885,ERP_P_2,Persons - 0-4 years (no.)
2012,896,ERP_P_2,Persons - 0-4 years (no.)
2013,873,ERP_P_2,Persons - 0-4 years (no.)
2014,859,ERP_P_2,Persons - 0-4 years (no.)
2015,836,ERP_P_2,Persons - 0-4 years (no.)
2016,873,ERP_P_2,Persons - 0-4 years (no.)
2011,770,ERP_P_3,Persons - 5-9 years (no.)
2012,780,ERP_P_3,Persons - 5-9 years (no.)
2013,828,ERP_P_3,Persons - 5-9 years (no.)
2014,827,ERP_P_3,Persons - 5-9 years (no.)
2015,849,ERP_P_3,Persons - 5-9 years (no.)
2016,830,ERP_P_3,Persons - 5-9 years (no.)
2011,673,ERP_P_4,Persons - 10-14 years (no.)
2012,691,ERP_P_4,Persons - 10-14 years (no.)
2013,696,ERP_P_4,Persons - 10-14 years (no.)
2014,715,ERP_P_4,Persons - 10-14 years (no.)
2015,725,ERP_P_4,Persons - 10-14 years (no.)
2016,721,ERP_P_4,Persons - 10-14 years (no.)
2011,687,ERP_P_5,Persons - 15-19 years (no.)
2012,695,ERP_P_5,Persons - 15-19 years (no.)
2013,719,ERP_P_5,Persons - 15-19 years (no.)
2014,736,ERP_P_5,Persons - 15-19 years (no.)
2015,747,ERP_P_5,Persons - 15-19 years (no.)
2016,735,ERP_P_5,Persons - 15-19 years (no.)
2011,1059,ERP_P_6,Persons - 20-24 years (no.)
2012,1058,ERP_P_6,Persons - 20-24 years (no.)
2013,1043,ERP_P_6,Persons - 20-24 years (no.)
2014,1055,ERP_P_6,Persons - 20-24 years (no.)
2015,1069,ERP_P_6,Persons - 20-24 years (no.)
2016,1168,ERP_P_6,Persons - 20-24 years (no.)
2011,1256,ERP_P_7,Persons - 25-29 years (no.)
2012,1303,ERP_P_7,Persons - 25-29 years (no.)
2013,1341,ERP_P_7,Persons - 25-29 years (no.)
2014,1353,ERP_P_7,Persons - 25-29 years (no.)
2015,1368,ERP_P_7,Persons - 25-29 years (no.)
2016,1346,ERP_P_7,Persons - 25-29 years (no.)
2011,1265,ERP_P_8,Persons - 30-34 years (no.)
2012,1260,ERP_P_8,Persons - 30-34 years (no.)
2013,1265,ERP_P_8,Persons - 30-34 years (no.)
2014,1301,ERP_P_8,Persons - 30-34 years (no.)
2015,1311,ERP_P_8,Persons - 30-34 years (no.)
2016,1355,ERP_P_8,Persons - 30-34 years (no.)
2011,1187,ERP_P_9,Persons - 35-39 years (no.)
2012,1164,ERP_P_9,Persons - 35-39 years (no.)
2013,1162,ERP_P_9,Persons - 35-39 years (no.)
2014,1153,ERP_P_9,Persons - 35-39 years (no.)
2015,1143,ERP_P_9,Persons - 35-39 years (no.)
2016,1148,ERP_P_9,Persons - 35-39 years (no.)
2011,1111,ERP_P_10,Persons - 40-44 years (no.)
2012,1141,ERP_P_10,Persons - 40-44 years (no.)
2013,1134,ERP_P_10,Persons - 40-44 years (no.)
2014,1137,ERP_P_10,Persons - 40-44 years (no.)
2015,1135,ERP_P_10,Persons - 40-44 years (no.)
2016,1090,ERP_P_10,Persons - 40-44 years (no.)
2011,1021,ERP_P_11,Persons - 45-49 years (no.)
2012,1027,ERP_P_11,Persons - 45-49 years (no.)
2013,1031,ERP_P_11,Persons - 45-49 years (no.)
2014,1013,ERP_P_11,Persons - 45-49 years (no.)
2015,1022,ERP_P_11,Persons - 45-49 years (no.)
2016,1040,ERP_P_11,Persons - 45-49 years (no.)
2011,895,ERP_P_12,Persons - 50-54 years (no.)
2012,938,ERP_P_12,Persons - 50-54 years (no.)
2013,996,ERP_P_12,Persons - 50-54 years (no.)
2014,1000,ERP_P_12,Persons - 50-54 years (no.)
2015,988,ERP_P_12,Persons - 50-54 years (no.)
2016,968,ERP_P_12,Persons - 50-54 years (no.)
2011,764,ERP_P_13,Persons - 55-59 years (no.)
2012,803,ERP_P_13,Persons - 55-59 years (no.)
2013,796,ERP_P_13,Persons - 55-59 years (no.)
2014,834,ERP_P_13,Persons - 55-59 years (no.)
2015,859,ERP_P_13,Persons - 55-59 years (no.)
2016,890,ERP_P_13,Persons - 55-59 years (no.)
2011,687,ERP_P_14,Persons - 60-64 years (no.)
2012,684,ERP_P_14,Persons - 60-64 years (no.)
2013,707,ERP_P_14,Persons - 60-64 years (no.)
2014,706,ERP_P_14,Persons - 60-64 years (no.)
2015,714,ERP_P_14,Persons - 60-64 years (no.)
2016,731,ERP_P_14,Persons - 60-64 years (no.)
2011,460,ERP_P_15,Persons - 65-69 years (no.)
2012,507,ERP_P_15,Persons - 65-69 years (no.)
2013,556,ERP_P_15,Persons - 65-69 years (no.)
2014,586,ERP_P_15,Persons - 65-69 years (no.)
2015,613,ERP_P_15,Persons - 65-69 years (no.)
2016,631,ERP_P_15,Persons - 65-69 years (no.)
2011,395,ERP_P_16,Persons - 70-74 years (no.)
2012,425,ERP_P_16,Persons - 70-74 years (no.)
2013,414,ERP_P_16,Persons - 70-74 years (no.)
2014,396,ERP_P_16,Persons - 70-74 years (no.)
2015,407,ERP_P_16,Persons - 70-74 years (no.)
2016,451,ERP_P_16,Persons - 70-74 years (no.)
2011,379,ERP_P_17,Persons - 75-79 years (no.)
2012,367,ERP_P_17,Persons - 75-79 years (no.)
2013,380,ERP_P_17,Persons - 75-79 years (no.)
2014,397,ERP_P_17,Persons - 75-79 years (no.)
2015,391,ERP_P_17,Persons - 75-79 years (no.)
2016,360,ERP_P_17,Persons - 75-79 years (no.)
2011,321,ERP_P_18,Persons - 80-84 years (no.)
2012,333,ERP_P_18,Persons - 80-84 years (no.)
2013,337,ERP_P_18,Persons - 80-84 years (no.)
2014,352,ERP_P_18,Persons - 80-84 years (no.)
2015,352,ERP_P_18,Persons - 80-84 years (no.)
2016,354,ERP_P_18,Persons - 80-84 years (no.)
2011,353,ERP_P_19,Persons - 85 and over (no.)
2012,352,ERP_P_19,Persons - 85 and over (no.)
2013,360,ERP_P_19,Persons - 85 and over (no.)
2014,365,ERP_P_19,Persons - 85 and over (no.)
2015,376,ERP_P_19,Persons - 85 and over (no.)
2016,393,ERP_P_19,Persons - 85 and over (no.)
2011,14168,ERP_P_20,Persons - Total (no.)
2012,14424,ERP_P_20,Persons - Total (no.)
2013,14638,ERP_P_20,Persons - Total (no.)
2014,14785,ERP_P_20,Persons - Total (no.)
2015,14905,ERP_P_20,Persons - Total (no.)
2016,15084,ERP_P_20,Persons - Total (no.)
2017,15356,ERP_P_20,Persons - Total (no.)
2011,70.1,ERP_18,Working Age Population (aged 15-64 years)
2012,69.8,ERP_18,Working Age Population (aged 15-64 years)
2013,69.6,ERP_18,Working Age Population (aged 15-64 years)
2014,69.6,ERP_18,Working Age Population (aged 15-64 years)
2015,69.5,ERP_18,Working Age Population (aged 15-64 years)
2016,69.4,ERP_18,Working Age Population (aged 15-64 years)
2016,36.5,ERP_19,Median Age - Males (years)
2016,37.7,ERP_22,Median Age - Females (years)
2016,37.1,ERP_23,Median Age - Persons (years)
2016,3463.5,ERP_21,Population density (ERP at 30 June) (persons/km2)
2011,0.3,CENSUS_2,Aboriginal and Torres Strait Islander Peoples - Proportion of total population (%)
2016,0.5,CENSUS_2,Aboriginal and Torres Strait Islander Peoples - Proportion of total population (%)
2011,1.5,CENSUS_4,Born in Oceania and Antarctica (excluding Australia) (%)
2016,1.9,CENSUS_4,Born in Oceania and Antarctica (excluding Australia) (%)
2011,4.3,CENSUS_5,Born in North-West Europe (%)
2016,4.2,CENSUS_5,Born in North-West Europe (%)
2011,9.4,CENSUS_6,Born in Southern and Eastern Europe (%)
2016,7.8,CENSUS_6,Born in Southern and Eastern Europe (%)
2011,0.9,CENSUS_7,Born in North Africa and the Middle East (%)
2016,1.1,CENSUS_7,Born in North Africa and the Middle East (%)
2011,2.1,CENSUS_8,Born in South-East Asia (%)
2016,2.9,CENSUS_8,Born in South-East Asia (%)
2011,1.7,CENSUS_9,Born in North-East Asia (%)
2016,2.4,CENSUS_9,Born in North-East Asia (%)
2011,3.3,CENSUS_10,Born in Southern and Central Asia (%)
2016,3.4,CENSUS_10,Born in Southern and Central Asia (%)
2011,1.3,CENSUS_11,Born in Americas (%)
2016,1.6,CENSUS_11,Born in Americas (%)
2011,0.6,CENSUS_12,Born in Sub-Saharan Africa (%)
2016,0.7,CENSUS_12,Born in Sub-Saharan Africa (%)
2011,25.2,CENSUS_13,Total born overseas (%)
2016,26.1,CENSUS_13,Total born overseas (%)
2016,1.8,CENSUS_15,Buddhism (%)
2016,52.8,CENSUS_16,Christianity (%)
2016,2.3,CENSUS_17,Hinduism (%)
2016,1.2,CENSUS_18,Islam (%)
2016,0.1,CENSUS_19,Judaism (%)
2016,0.4,CENSUS_20,Other Religions (%)
2016,32.3,CENSUS_21,"Secular Beliefs, Other Spiritual Beliefs and No Religious Affiliation (%)"
2016,9.1,CENSUS_22,Religious Affiliation - Inadequately described or not stated (%)
2011,19.1,CENSUS_24,Persons born overseas who arrived less than 5 years ago (%)
2016,21.8,CENSUS_24,Persons born overseas who arrived less than 5 years ago (%)
2011,9.7,CENSUS_25,Persons born overseas who arrived 5 to 10 years ago (%)
2016,13,CENSUS_25,Persons born overseas who arrived 5 to 10 years ago (%)
2011,67.7,CENSUS_26,Persons born overseas who arrived over 10 years ago (%)
2016,62.7,CENSUS_26,Persons born overseas who arrived over 10 years ago (%)
2011,3.6,CENSUS_27,Year of Arrival in Australia - Not stated (%)
2016,2.5,CENSUS_27,Year of Arrival in Australia - Not stated (%)
2011,85.4,CENSUS_29,Australian citizen (%)
2016,83.1,CENSUS_29,Australian citizen (%)
2011,9.3,CENSUS_30,Not an Australian citizen (%)
2016,11.3,CENSUS_30,Not an Australian citizen (%)
2011,5.4,CENSUS_31,Australian Citizenship - Not stated (%)
2016,5.6,CENSUS_31,Australian Citizenship - Not stated (%)
2011,24.7,CENSUS_33,Speaks a Language Other Than English at Home - Proportion of total population (%)
2016,25.2,CENSUS_33,Speaks a Language Other Than English at Home - Proportion of total population (%)
2013,964,CABEE_2,Number of non-employing businesses (no.)
2014,963,CABEE_2,Number of non-employing businesses (no.)
2015,999,CABEE_2,Number of non-employing businesses (no.)
2016,1021,CABEE_2,Number of non-employing businesses (no.)
2017,1084,CABEE_2,Number of non-employing businesses (no.)
2013,481,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2014,470,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2015,518,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2016,530,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2017,532,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2013,143,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2014,165,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2015,170,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2016,167,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2017,157,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2013,21,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2014,22,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2015,20,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2016,25,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2017,19,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2013,1606,CABEE_5,Total number of businesses (no.)
2014,1617,CABEE_5,Total number of businesses (no.)
2015,1705,CABEE_5,Total number of businesses (no.)
2016,1745,CABEE_5,Total number of businesses (no.)
2017,1795,CABEE_5,Total number of businesses (no.)
2014,148,CABEE_7,Number of non employing business entries (no.)
2015,190,CABEE_7,Number of non employing business entries (no.)
2016,189,CABEE_7,Number of non employing business entries (no.)
2017,168,CABEE_7,Number of non employing business entries (no.)
2014,63,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2015,66,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2016,72,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2017,76,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2014,8,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2015,6,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2016,11,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2017,4,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2014,219,CABEE_10,Total number of business entries (no.)
2015,261,CABEE_10,Total number of business entries (no.)
2016,269,CABEE_10,Total number of business entries (no.)
2017,254,CABEE_10,Total number of business entries (no.)
2014,148,CABEE_12,Number of non employing business exits (no.)
2015,137,CABEE_12,Number of non employing business exits (no.)
2016,152,CABEE_12,Number of non employing business exits (no.)
2017,162,CABEE_12,Number of non employing business exits (no.)
2014,46,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2015,45,CABEE_13,Number of employing business exits: 1-4 employees (no.)
