Time,Value,MEASURE,Description
2016,499,ERP_M_5,Males - 15-19 years (no.)
2011,411,ERP_M_6,Males - 20-24 years (no.)
2012,409,ERP_M_6,Males - 20-24 years (no.)
2013,392,ERP_M_6,Males - 20-24 years (no.)
2014,406,ERP_M_6,Males - 20-24 years (no.)
2015,410,ERP_M_6,Males - 20-24 years (no.)
2016,407,ERP_M_6,Males - 20-24 years (no.)
2011,219,ERP_M_7,Males - 25-29 years (no.)
2012,253,ERP_M_7,Males - 25-29 years (no.)
2013,268,ERP_M_7,Males - 25-29 years (no.)
2014,258,ERP_M_7,Males - 25-29 years (no.)
2015,250,ERP_M_7,Males - 25-29 years (no.)
2016,246,ERP_M_7,Males - 25-29 years (no.)
2011,188,ERP_M_8,Males - 30-34 years (no.)
2012,175,ERP_M_8,Males - 30-34 years (no.)
2013,179,ERP_M_8,Males - 30-34 years (no.)
2014,188,ERP_M_8,Males - 30-34 years (no.)
2015,192,ERP_M_8,Males - 30-34 years (no.)
2016,172,ERP_M_8,Males - 30-34 years (no.)
2011,333,ERP_M_9,Males - 35-39 years (no.)
2012,307,ERP_M_9,Males - 35-39 years (no.)
2013,289,ERP_M_9,Males - 35-39 years (no.)
2014,282,ERP_M_9,Males - 35-39 years (no.)
2015,270,ERP_M_9,Males - 35-39 years (no.)
2016,274,ERP_M_9,Males - 35-39 years (no.)
2011,502,ERP_M_10,Males - 40-44 years (no.)
2012,497,ERP_M_10,Males - 40-44 years (no.)
2013,514,ERP_M_10,Males - 40-44 years (no.)
2014,521,ERP_M_10,Males - 40-44 years (no.)
2015,494,ERP_M_10,Males - 40-44 years (no.)
2016,471,ERP_M_10,Males - 40-44 years (no.)
2011,514,ERP_M_11,Males - 45-49 years (no.)
2012,523,ERP_M_11,Males - 45-49 years (no.)
2013,501,ERP_M_11,Males - 45-49 years (no.)
2014,500,ERP_M_11,Males - 45-49 years (no.)
2015,533,ERP_M_11,Males - 45-49 years (no.)
2016,558,ERP_M_11,Males - 45-49 years (no.)
2011,559,ERP_M_12,Males - 50-54 years (no.)
2012,559,ERP_M_12,Males - 50-54 years (no.)
2013,565,ERP_M_12,Males - 50-54 years (no.)
2014,560,ERP_M_12,Males - 50-54 years (no.)
2015,551,ERP_M_12,Males - 50-54 years (no.)
2016,553,ERP_M_12,Males - 50-54 years (no.)
2011,499,ERP_M_13,Males - 55-59 years (no.)
2012,527,ERP_M_13,Males - 55-59 years (no.)
2013,530,ERP_M_13,Males - 55-59 years (no.)
2014,532,ERP_M_13,Males - 55-59 years (no.)
2015,522,ERP_M_13,Males - 55-59 years (no.)
2016,544,ERP_M_13,Males - 55-59 years (no.)
2011,424,ERP_M_14,Males - 60-64 years (no.)
2012,385,ERP_M_14,Males - 60-64 years (no.)
2013,399,ERP_M_14,Males - 60-64 years (no.)
2014,428,ERP_M_14,Males - 60-64 years (no.)
2015,457,ERP_M_14,Males - 60-64 years (no.)
2016,475,ERP_M_14,Males - 60-64 years (no.)
2011,328,ERP_M_15,Males - 65-69 years (no.)
2012,372,ERP_M_15,Males - 65-69 years (no.)
2013,384,ERP_M_15,Males - 65-69 years (no.)
2014,392,ERP_M_15,Males - 65-69 years (no.)
2015,399,ERP_M_15,Males - 65-69 years (no.)
2016,402,ERP_M_15,Males - 65-69 years (no.)
2011,231,ERP_M_16,Males - 70-74 years (no.)
2012,244,ERP_M_16,Males - 70-74 years (no.)
2013,260,ERP_M_16,Males - 70-74 years (no.)
2014,282,ERP_M_16,Males - 70-74 years (no.)
2015,305,ERP_M_16,Males - 70-74 years (no.)
2016,321,ERP_M_16,Males - 70-74 years (no.)
2011,196,ERP_M_17,Males - 75-79 years (no.)
2012,185,ERP_M_17,Males - 75-79 years (no.)
2013,200,ERP_M_17,Males - 75-79 years (no.)
2014,201,ERP_M_17,Males - 75-79 years (no.)
2015,205,ERP_M_17,Males - 75-79 years (no.)
2016,220,ERP_M_17,Males - 75-79 years (no.)
2011,190,ERP_M_18,Males - 80-84 years (no.)
2012,195,ERP_M_18,Males - 80-84 years (no.)
2013,188,ERP_M_18,Males - 80-84 years (no.)
2014,172,ERP_M_18,Males - 80-84 years (no.)
2015,166,ERP_M_18,Males - 80-84 years (no.)
2016,161,ERP_M_18,Males - 80-84 years (no.)
2011,141,ERP_M_19,Males - 85 and over (no.)
2012,152,ERP_M_19,Males - 85 and over (no.)
2013,158,ERP_M_19,Males - 85 and over (no.)
2014,174,ERP_M_19,Males - 85 and over (no.)
2015,183,ERP_M_19,Males - 85 and over (no.)
2016,185,ERP_M_19,Males - 85 and over (no.)
2011,6525,ERP_M_20,Males - Total (no.)
2012,6553,ERP_M_20,Males - Total (no.)
2013,6606,ERP_M_20,Males - Total (no.)
2014,6676,ERP_M_20,Males - Total (no.)
2015,6733,ERP_M_20,Males - Total (no.)
2016,6816,ERP_M_20,Males - Total (no.)
2011,329,ERP_F_2,Females - 0-4 years (no.)
2012,340,ERP_F_2,Females - 0-4 years (no.)
2013,347,ERP_F_2,Females - 0-4 years (no.)
2014,354,ERP_F_2,Females - 0-4 years (no.)
2015,355,ERP_F_2,Females - 0-4 years (no.)
2016,310,ERP_F_2,Females - 0-4 years (no.)
2011,470,ERP_F_3,Females - 5-9 years (no.)
2012,458,ERP_F_3,Females - 5-9 years (no.)
2013,456,ERP_F_3,Females - 5-9 years (no.)
2014,456,ERP_F_3,Females - 5-9 years (no.)
2015,450,ERP_F_3,Females - 5-9 years (no.)
2016,505,ERP_F_3,Females - 5-9 years (no.)
2011,449,ERP_F_4,Females - 10-14 years (no.)
2012,458,ERP_F_4,Females - 10-14 years (no.)
2013,481,ERP_F_4,Females - 10-14 years (no.)
2014,504,ERP_F_4,Females - 10-14 years (no.)
2015,518,ERP_F_4,Females - 10-14 years (no.)
2016,537,ERP_F_4,Females - 10-14 years (no.)
2011,478,ERP_F_5,Females - 15-19 years (no.)
2012,465,ERP_F_5,Females - 15-19 years (no.)
2013,454,ERP_F_5,Females - 15-19 years (no.)
2014,447,ERP_F_5,Females - 15-19 years (no.)
2015,453,ERP_F_5,Females - 15-19 years (no.)
2016,465,ERP_F_5,Females - 15-19 years (no.)
2011,393,ERP_F_6,Females - 20-24 years (no.)
2012,410,ERP_F_6,Females - 20-24 years (no.)
2013,410,ERP_F_6,Females - 20-24 years (no.)
2014,423,ERP_F_6,Females - 20-24 years (no.)
2015,428,ERP_F_6,Females - 20-24 years (no.)
2016,442,ERP_F_6,Females - 20-24 years (no.)
2011,222,ERP_F_7,Females - 25-29 years (no.)
2012,223,ERP_F_7,Females - 25-29 years (no.)
2013,232,ERP_F_7,Females - 25-29 years (no.)
2014,233,ERP_F_7,Females - 25-29 years (no.)
2015,245,ERP_F_7,Females - 25-29 years (no.)
2016,224,ERP_F_7,Females - 25-29 years (no.)
2011,179,ERP_F_8,Females - 30-34 years (no.)
2012,195,ERP_F_8,Females - 30-34 years (no.)
2013,215,ERP_F_8,Females - 30-34 years (no.)
2014,225,ERP_F_8,Females - 30-34 years (no.)
2015,223,ERP_F_8,Females - 30-34 years (no.)
2016,214,ERP_F_8,Females - 30-34 years (no.)
2011,431,ERP_F_9,Females - 35-39 years (no.)
2012,386,ERP_F_9,Females - 35-39 years (no.)
2013,340,ERP_F_9,Females - 35-39 years (no.)
2014,331,ERP_F_9,Females - 35-39 years (no.)
2015,328,ERP_F_9,Females - 35-39 years (no.)
2016,355,ERP_F_9,Females - 35-39 years (no.)
2011,607,ERP_F_10,Females - 40-44 years (no.)
2012,594,ERP_F_10,Females - 40-44 years (no.)
2013,604,ERP_F_10,Females - 40-44 years (no.)
2014,586,ERP_F_10,Females - 40-44 years (no.)
2015,574,ERP_F_10,Females - 40-44 years (no.)
2016,547,ERP_F_10,Females - 40-44 years (no.)
2011,530,ERP_F_11,Females - 45-49 years (no.)
2012,545,ERP_F_11,Females - 45-49 years (no.)
2013,557,ERP_F_11,Females - 45-49 years (no.)
2014,586,ERP_F_11,Females - 45-49 years (no.)
2015,621,ERP_F_11,Females - 45-49 years (no.)
2016,677,ERP_F_11,Females - 45-49 years (no.)
2011,557,ERP_F_12,Females - 50-54 years (no.)
2012,549,ERP_F_12,Females - 50-54 years (no.)
2013,541,ERP_F_12,Females - 50-54 years (no.)
2014,557,ERP_F_12,Females - 50-54 years (no.)
2015,550,ERP_F_12,Females - 50-54 years (no.)
2016,554,ERP_F_12,Females - 50-54 years (no.)
2011,466,ERP_F_13,Females - 55-59 years (no.)
2012,494,ERP_F_13,Females - 55-59 years (no.)
2013,535,ERP_F_13,Females - 55-59 years (no.)
2014,555,ERP_F_13,Females - 55-59 years (no.)
2015,562,ERP_F_13,Females - 55-59 years (no.)
2016,555,ERP_F_13,Females - 55-59 years (no.)
2011,434,ERP_F_14,Females - 60-64 years (no.)
2012,437,ERP_F_14,Females - 60-64 years (no.)
2013,442,ERP_F_14,Females - 60-64 years (no.)
2014,433,ERP_F_14,Females - 60-64 years (no.)
2015,439,ERP_F_14,Females - 60-64 years (no.)
2016,459,ERP_F_14,Females - 60-64 years (no.)
2011,339,ERP_F_15,Females - 65-69 years (no.)
2012,362,ERP_F_15,Females - 65-69 years (no.)
2013,390,ERP_F_15,Females - 65-69 years (no.)
2014,401,ERP_F_15,Females - 65-69 years (no.)
2015,420,ERP_F_15,Females - 65-69 years (no.)
2016,437,ERP_F_15,Females - 65-69 years (no.)
2011,259,ERP_F_16,Females - 70-74 years (no.)
2012,259,ERP_F_16,Females - 70-74 years (no.)
2013,259,ERP_F_16,Females - 70-74 years (no.)
2014,292,ERP_F_16,Females - 70-74 years (no.)
2015,318,ERP_F_16,Females - 70-74 years (no.)
2016,346,ERP_F_16,Females - 70-74 years (no.)
2011,251,ERP_F_17,Females - 75-79 years (no.)
2012,254,ERP_F_17,Females - 75-79 years (no.)
2013,254,ERP_F_17,Females - 75-79 years (no.)
2014,255,ERP_F_17,Females - 75-79 years (no.)
2015,242,ERP_F_17,Females - 75-79 years (no.)
2016,243,ERP_F_17,Females - 75-79 years (no.)
2011,237,ERP_F_18,Females - 80-84 years (no.)
2012,235,ERP_F_18,Females - 80-84 years (no.)
2013,227,ERP_F_18,Females - 80-84 years (no.)
2014,219,ERP_F_18,Females - 80-84 years (no.)
2015,221,ERP_F_18,Females - 80-84 years (no.)
2016,205,ERP_F_18,Females - 80-84 years (no.)
2011,219,ERP_F_19,Females - 85 and over (no.)
2012,242,ERP_F_19,Females - 85 and over (no.)
2013,252,ERP_F_19,Females - 85 and over (no.)
2014,259,ERP_F_19,Females - 85 and over (no.)
2015,267,ERP_F_19,Females - 85 and over (no.)
2016,281,ERP_F_19,Females - 85 and over (no.)
2011,6850,ERP_F_20,Females - Total (no.)
2012,6906,ERP_F_20,Females - Total (no.)
2013,6996,ERP_F_20,Females - Total (no.)
2014,7116,ERP_F_20,Females - Total (no.)
2015,7214,ERP_F_20,Females - Total (no.)
2016,7356,ERP_F_20,Females - Total (no.)
2011,694,ERP_P_2,Persons - 0-4 years (no.)
2012,695,ERP_P_2,Persons - 0-4 years (no.)
2013,694,ERP_P_2,Persons - 0-4 years (no.)
2014,691,ERP_P_2,Persons - 0-4 years (no.)
2015,684,ERP_P_2,Persons - 0-4 years (no.)
2016,613,ERP_P_2,Persons - 0-4 years (no.)
2011,956,ERP_P_3,Persons - 5-9 years (no.)
2012,942,ERP_P_3,Persons - 5-9 years (no.)
2013,941,ERP_P_3,Persons - 5-9 years (no.)
2014,951,ERP_P_3,Persons - 5-9 years (no.)
2015,940,ERP_P_3,Persons - 5-9 years (no.)
2016,994,ERP_P_3,Persons - 5-9 years (no.)
2011,920,ERP_P_4,Persons - 10-14 years (no.)
2012,928,ERP_P_4,Persons - 10-14 years (no.)
2013,968,ERP_P_4,Persons - 10-14 years (no.)
2014,988,ERP_P_4,Persons - 10-14 years (no.)
2015,1033,ERP_P_4,Persons - 10-14 years (no.)
2016,1073,ERP_P_4,Persons - 10-14 years (no.)
2011,946,ERP_P_5,Persons - 15-19 years (no.)
2012,926,ERP_P_5,Persons - 15-19 years (no.)
2013,914,ERP_P_5,Persons - 15-19 years (no.)
2014,911,ERP_P_5,Persons - 15-19 years (no.)
2015,915,ERP_P_5,Persons - 15-19 years (no.)
2016,964,ERP_P_5,Persons - 15-19 years (no.)
2011,804,ERP_P_6,Persons - 20-24 years (no.)
2012,819,ERP_P_6,Persons - 20-24 years (no.)
2013,802,ERP_P_6,Persons - 20-24 years (no.)
2014,829,ERP_P_6,Persons - 20-24 years (no.)
2015,838,ERP_P_6,Persons - 20-24 years (no.)
2016,849,ERP_P_6,Persons - 20-24 years (no.)
2011,441,ERP_P_7,Persons - 25-29 years (no.)
2012,476,ERP_P_7,Persons - 25-29 years (no.)
2013,500,ERP_P_7,Persons - 25-29 years (no.)
2014,491,ERP_P_7,Persons - 25-29 years (no.)
2015,495,ERP_P_7,Persons - 25-29 years (no.)
2016,470,ERP_P_7,Persons - 25-29 years (no.)
2011,367,ERP_P_8,Persons - 30-34 years (no.)
2012,370,ERP_P_8,Persons - 30-34 years (no.)
2013,394,ERP_P_8,Persons - 30-34 years (no.)
2014,413,ERP_P_8,Persons - 30-34 years (no.)
2015,415,ERP_P_8,Persons - 30-34 years (no.)
2016,386,ERP_P_8,Persons - 30-34 years (no.)
2011,764,ERP_P_9,Persons - 35-39 years (no.)
2012,693,ERP_P_9,Persons - 35-39 years (no.)
2013,629,ERP_P_9,Persons - 35-39 years (no.)
2014,613,ERP_P_9,Persons - 35-39 years (no.)
2015,598,ERP_P_9,Persons - 35-39 years (no.)
2016,629,ERP_P_9,Persons - 35-39 years (no.)
2011,1109,ERP_P_10,Persons - 40-44 years (no.)
2012,1091,ERP_P_10,Persons - 40-44 years (no.)
2013,1118,ERP_P_10,Persons - 40-44 years (no.)
2014,1107,ERP_P_10,Persons - 40-44 years (no.)
2015,1068,ERP_P_10,Persons - 40-44 years (no.)
2016,1018,ERP_P_10,Persons - 40-44 years (no.)
2011,1044,ERP_P_11,Persons - 45-49 years (no.)
2012,1068,ERP_P_11,Persons - 45-49 years (no.)
2013,1058,ERP_P_11,Persons - 45-49 years (no.)
2014,1086,ERP_P_11,Persons - 45-49 years (no.)
2015,1154,ERP_P_11,Persons - 45-49 years (no.)
2016,1235,ERP_P_11,Persons - 45-49 years (no.)
2011,1116,ERP_P_12,Persons - 50-54 years (no.)
2012,1108,ERP_P_12,Persons - 50-54 years (no.)
2013,1106,ERP_P_12,Persons - 50-54 years (no.)
2014,1117,ERP_P_12,Persons - 50-54 years (no.)
2015,1101,ERP_P_12,Persons - 50-54 years (no.)
2016,1107,ERP_P_12,Persons - 50-54 years (no.)
2011,965,ERP_P_13,Persons - 55-59 years (no.)
2012,1021,ERP_P_13,Persons - 55-59 years (no.)
2013,1065,ERP_P_13,Persons - 55-59 years (no.)
2014,1087,ERP_P_13,Persons - 55-59 years (no.)
2015,1084,ERP_P_13,Persons - 55-59 years (no.)
2016,1099,ERP_P_13,Persons - 55-59 years (no.)
2011,858,ERP_P_14,Persons - 60-64 years (no.)
2012,822,ERP_P_14,Persons - 60-64 years (no.)
2013,841,ERP_P_14,Persons - 60-64 years (no.)
2014,861,ERP_P_14,Persons - 60-64 years (no.)
2015,896,ERP_P_14,Persons - 60-64 years (no.)
2016,934,ERP_P_14,Persons - 60-64 years (no.)
2011,667,ERP_P_15,Persons - 65-69 years (no.)
2012,734,ERP_P_15,Persons - 65-69 years (no.)
2013,774,ERP_P_15,Persons - 65-69 years (no.)
2014,793,ERP_P_15,Persons - 65-69 years (no.)
2015,819,ERP_P_15,Persons - 65-69 years (no.)
2016,839,ERP_P_15,Persons - 65-69 years (no.)
2011,490,ERP_P_16,Persons - 70-74 years (no.)
2012,503,ERP_P_16,Persons - 70-74 years (no.)
2013,519,ERP_P_16,Persons - 70-74 years (no.)
2014,574,ERP_P_16,Persons - 70-74 years (no.)
2015,623,ERP_P_16,Persons - 70-74 years (no.)
2016,667,ERP_P_16,Persons - 70-74 years (no.)
2011,447,ERP_P_17,Persons - 75-79 years (no.)
2012,439,ERP_P_17,Persons - 75-79 years (no.)
2013,454,ERP_P_17,Persons - 75-79 years (no.)
2014,456,ERP_P_17,Persons - 75-79 years (no.)
2015,447,ERP_P_17,Persons - 75-79 years (no.)
2016,463,ERP_P_17,Persons - 75-79 years (no.)
2011,427,ERP_P_18,Persons - 80-84 years (no.)
2012,430,ERP_P_18,Persons - 80-84 years (no.)
2013,415,ERP_P_18,Persons - 80-84 years (no.)
2014,391,ERP_P_18,Persons - 80-84 years (no.)
2015,387,ERP_P_18,Persons - 80-84 years (no.)
2016,366,ERP_P_18,Persons - 80-84 years (no.)
2011,360,ERP_P_19,Persons - 85 and over (no.)
2012,394,ERP_P_19,Persons - 85 and over (no.)
2013,410,ERP_P_19,Persons - 85 and over (no.)
2014,433,ERP_P_19,Persons - 85 and over (no.)
2015,450,ERP_P_19,Persons - 85 and over (no.)
2016,466,ERP_P_19,Persons - 85 and over (no.)
2011,13375,ERP_P_20,Persons - Total (no.)
2012,13459,ERP_P_20,Persons - Total (no.)
2013,13602,ERP_P_20,Persons - Total (no.)
2014,13792,ERP_P_20,Persons - Total (no.)
2015,13947,ERP_P_20,Persons - Total (no.)
2016,14172,ERP_P_20,Persons - Total (no.)
2017,14373,ERP_P_20,Persons - Total (no.)
2011,62.9,ERP_18,Working Age Population (aged 15-64 years)
2012,62.4,ERP_18,Working Age Population (aged 15-64 years)
2013,62,ERP_18,Working Age Population (aged 15-64 years)
2014,61.7,ERP_18,Working Age Population (aged 15-64 years)
2015,61.4,ERP_18,Working Age Population (aged 15-64 years)
2016,61.3,ERP_18,Working Age Population (aged 15-64 years)
2016,45.1,ERP_19,Median Age - Males (years)
2016,45.5,ERP_22,Median Age - Females (years)
2016,45.3,ERP_23,Median Age - Persons (years)
2016,2374.7,ERP_21,Population density (ERP at 30 June) (persons/km2)
2011,0.1,CENSUS_2,Aboriginal and Torres Strait Islander Peoples - Proportion of total population (%)
2016,0.1,CENSUS_2,Aboriginal and Torres Strait Islander Peoples - Proportion of total population (%)
2011,1.9,CENSUS_4,Born in Oceania and Antarctica (excluding Australia) (%)
2016,1.9,CENSUS_4,Born in Oceania and Antarctica (excluding Australia) (%)
2011,11.2,CENSUS_5,Born in North-West Europe (%)
2016,10.9,CENSUS_5,Born in North-West Europe (%)
2011,2.5,CENSUS_6,Born in Southern and Eastern Europe (%)
2016,2.4,CENSUS_6,Born in Southern and Eastern Europe (%)
2011,0.6,CENSUS_7,Born in North Africa and the Middle East (%)
2016,0.6,CENSUS_7,Born in North Africa and the Middle East (%)
2011,1,CENSUS_8,Born in South-East Asia (%)
2016,0.9,CENSUS_8,Born in South-East Asia (%)
2011,1.3,CENSUS_9,Born in North-East Asia (%)
2016,1.5,CENSUS_9,Born in North-East Asia (%)
2011,0.6,CENSUS_10,Born in Southern and Central Asia (%)
2016,0.6,CENSUS_10,Born in Southern and Central Asia (%)
2011,1.4,CENSUS_11,Born in Americas (%)
2016,1.8,CENSUS_11,Born in Americas (%)
2011,1.5,CENSUS_12,Born in Sub-Saharan Africa (%)
2016,1.7,CENSUS_12,Born in Sub-Saharan Africa (%)
2011,22,CENSUS_13,Total born overseas (%)
2016,22.3,CENSUS_13,Total born overseas (%)
2016,0.9,CENSUS_15,Buddhism (%)
2016,53.2,CENSUS_16,Christianity (%)
2016,0.3,CENSUS_17,Hinduism (%)
2016,0.3,CENSUS_18,Islam (%)
2016,0.4,CENSUS_19,Judaism (%)
2016,0.3,CENSUS_20,Other Religions (%)
2016,36.2,CENSUS_21,"Secular Beliefs, Other Spiritual Beliefs and No Religious Affiliation (%)"
2016,8.5,CENSUS_22,Religious Affiliation - Inadequately described or not stated (%)
2011,14.9,CENSUS_24,Persons born overseas who arrived less than 5 years ago (%)
2016,11.3,CENSUS_24,Persons born overseas who arrived less than 5 years ago (%)
2011,12.4,CENSUS_25,Persons born overseas who arrived 5 to 10 years ago (%)
2016,13.1,CENSUS_25,Persons born overseas who arrived 5 to 10 years ago (%)
2011,69.1,CENSUS_26,Persons born overseas who arrived over 10 years ago (%)
2016,73.2,CENSUS_26,Persons born overseas who arrived over 10 years ago (%)
2011,3.5,CENSUS_27,Year of Arrival in Australia - Not stated (%)
2016,2.3,CENSUS_27,Year of Arrival in Australia - Not stated (%)
2011,89.5,CENSUS_29,Australian citizen (%)
2016,87.5,CENSUS_29,Australian citizen (%)
2011,7.6,CENSUS_30,Not an Australian citizen (%)
2016,6.9,CENSUS_30,Not an Australian citizen (%)
2011,3,CENSUS_31,Australian Citizenship - Not stated (%)
2016,5.6,CENSUS_31,Australian Citizenship - Not stated (%)
2011,8.5,CENSUS_33,Speaks a Language Other Than English at Home - Proportion of total population (%)
2016,9.4,CENSUS_33,Speaks a Language Other Than English at Home - Proportion of total population (%)
2013,963,CABEE_2,Number of non-employing businesses (no.)
2014,1006,CABEE_2,Number of non-employing businesses (no.)
2015,1002,CABEE_2,Number of non-employing businesses (no.)
2016,1009,CABEE_2,Number of non-employing businesses (no.)
2017,1041,CABEE_2,Number of non-employing businesses (no.)
2013,459,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2014,444,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2015,465,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2016,449,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2017,456,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2013,94,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2014,95,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2015,98,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2016,98,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2017,100,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2013,11,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2014,9,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2015,11,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2016,14,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2017,14,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2013,1530,CABEE_5,Total number of businesses (no.)
2014,1557,CABEE_5,Total number of businesses (no.)
2015,1572,CABEE_5,Total number of businesses (no.)
2016,1575,CABEE_5,Total number of businesses (no.)
2017,1615,CABEE_5,Total number of businesses (no.)
2014,158,CABEE_7,Number of non employing business entries (no.)
2015,144,CABEE_7,Number of non employing business entries (no.)
2016,137,CABEE_7,Number of non employing business entries (no.)
2017,140,CABEE_7,Number of non employing business entries (no.)
2014,36,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2015,42,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2016,43,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2017,46,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2014,4,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2015,4,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2016,5,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2017,6,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2017,3,CABEE_39,Number of employing business entries: 20 or more employees (no.)
2014,201,CABEE_10,Total number of business entries (no.)
2015,185,CABEE_10,Total number of business entries (no.)
2016,192,CABEE_10,Total number of business entries (no.)
2017,204,CABEE_10,Total number of business entries (no.)
2014,148,CABEE_12,Number of non employing business exits (no.)
2015,164,CABEE_12,Number of non employing business exits (no.)
2016,152,CABEE_12,Number of non employing business exits (no.)
2017,128,CABEE_12,Number of non employing business exits (no.)
2014,35,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2015,28,CABEE_13,Number of employing business exits: 1-4 employees (no.)
