Time,Value,MEASURE,Description
2016,2.9,CENSUS_27,Year of Arrival in Australia - Not stated (%)
2011,81.1,CENSUS_29,Australian citizen (%)
2016,76.5,CENSUS_29,Australian citizen (%)
2011,13.1,CENSUS_30,Not an Australian citizen (%)
2016,16.5,CENSUS_30,Not an Australian citizen (%)
2011,5.8,CENSUS_31,Australian Citizenship - Not stated (%)
2016,7,CENSUS_31,Australian Citizenship - Not stated (%)
2011,29.6,CENSUS_33,Speaks a Language Other Than English at Home - Proportion of total population (%)
2016,27.1,CENSUS_33,Speaks a Language Other Than English at Home - Proportion of total population (%)
2013,493,CABEE_2,Number of non-employing businesses (no.)
2014,522,CABEE_2,Number of non-employing businesses (no.)
2015,537,CABEE_2,Number of non-employing businesses (no.)
2016,554,CABEE_2,Number of non-employing businesses (no.)
2017,597,CABEE_2,Number of non-employing businesses (no.)
2013,221,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2014,198,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2015,223,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2016,215,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2017,222,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2013,75,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2014,89,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2015,88,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2016,98,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2017,91,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2013,20,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2014,23,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2015,21,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2016,20,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2017,29,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2013,807,CABEE_5,Total number of businesses (no.)
2014,835,CABEE_5,Total number of businesses (no.)
2015,868,CABEE_5,Total number of businesses (no.)
2016,885,CABEE_5,Total number of businesses (no.)
2017,939,CABEE_5,Total number of businesses (no.)
2014,97,CABEE_7,Number of non employing business entries (no.)
2015,97,CABEE_7,Number of non employing business entries (no.)
2016,112,CABEE_7,Number of non employing business entries (no.)
2017,126,CABEE_7,Number of non employing business entries (no.)
2014,27,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2015,45,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2016,35,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2017,29,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2014,4,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2015,4,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2016,3,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2017,6,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2017,3,CABEE_39,Number of employing business entries: 20 or more employees (no.)
2014,130,CABEE_10,Total number of business entries (no.)
2015,149,CABEE_10,Total number of business entries (no.)
2016,153,CABEE_10,Total number of business entries (no.)
2017,165,CABEE_10,Total number of business entries (no.)
2014,75,CABEE_12,Number of non employing business exits (no.)
2015,100,CABEE_12,Number of non employing business exits (no.)
2016,100,CABEE_12,Number of non employing business exits (no.)
2017,74,CABEE_12,Number of non employing business exits (no.)
2014,16,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2015,22,CABEE_13,Number of employing business exits: 1-4 employees (no.)
