Time,Value,MEASURE,Description
2014,159,ERP_M_3,Males - 5-9 years (no.)
2015,165,ERP_M_3,Males - 5-9 years (no.)
2016,169,ERP_M_3,Males - 5-9 years (no.)
2011,121,ERP_M_4,Males - 10-14 years (no.)
2012,129,ERP_M_4,Males - 10-14 years (no.)
2013,133,ERP_M_4,Males - 10-14 years (no.)
2014,123,ERP_M_4,Males - 10-14 years (no.)
2015,129,ERP_M_4,Males - 10-14 years (no.)
2016,146,ERP_M_4,Males - 10-14 years (no.)
2011,101,ERP_M_5,Males - 15-19 years (no.)
2012,92,ERP_M_5,Males - 15-19 years (no.)
2013,90,ERP_M_5,Males - 15-19 years (no.)
2014,98,ERP_M_5,Males - 15-19 years (no.)
2015,108,ERP_M_5,Males - 15-19 years (no.)
2016,114,ERP_M_5,Males - 15-19 years (no.)
2011,76,ERP_M_6,Males - 20-24 years (no.)
2012,78,ERP_M_6,Males - 20-24 years (no.)
2013,69,ERP_M_6,Males - 20-24 years (no.)
2014,69,ERP_M_6,Males - 20-24 years (no.)
2015,66,ERP_M_6,Males - 20-24 years (no.)
2016,68,ERP_M_6,Males - 20-24 years (no.)
2011,47,ERP_M_7,Males - 25-29 years (no.)
2012,49,ERP_M_7,Males - 25-29 years (no.)
2013,60,ERP_M_7,Males - 25-29 years (no.)
2014,70,ERP_M_7,Males - 25-29 years (no.)
2015,68,ERP_M_7,Males - 25-29 years (no.)
2016,60,ERP_M_7,Males - 25-29 years (no.)
2011,62,ERP_M_8,Males - 30-34 years (no.)
2012,68,ERP_M_8,Males - 30-34 years (no.)
2013,65,ERP_M_8,Males - 30-34 years (no.)
2014,62,ERP_M_8,Males - 30-34 years (no.)
2015,66,ERP_M_8,Males - 30-34 years (no.)
2016,66,ERP_M_8,Males - 30-34 years (no.)
2011,97,ERP_M_9,Males - 35-39 years (no.)
2012,97,ERP_M_9,Males - 35-39 years (no.)
2013,103,ERP_M_9,Males - 35-39 years (no.)
2014,106,ERP_M_9,Males - 35-39 years (no.)
2015,98,ERP_M_9,Males - 35-39 years (no.)
2016,99,ERP_M_9,Males - 35-39 years (no.)
2011,147,ERP_M_10,Males - 40-44 years (no.)
2012,150,ERP_M_10,Males - 40-44 years (no.)
2013,145,ERP_M_10,Males - 40-44 years (no.)
2014,140,ERP_M_10,Males - 40-44 years (no.)
2015,141,ERP_M_10,Males - 40-44 years (no.)
2016,139,ERP_M_10,Males - 40-44 years (no.)
2011,116,ERP_M_11,Males - 45-49 years (no.)
2012,111,ERP_M_11,Males - 45-49 years (no.)
2013,114,ERP_M_11,Males - 45-49 years (no.)
2014,123,ERP_M_11,Males - 45-49 years (no.)
2015,135,ERP_M_11,Males - 45-49 years (no.)
2016,150,ERP_M_11,Males - 45-49 years (no.)
2011,144,ERP_M_12,Males - 50-54 years (no.)
2012,150,ERP_M_12,Males - 50-54 years (no.)
2013,145,ERP_M_12,Males - 50-54 years (no.)
2014,142,ERP_M_12,Males - 50-54 years (no.)
2015,132,ERP_M_12,Males - 50-54 years (no.)
2016,126,ERP_M_12,Males - 50-54 years (no.)
2011,137,ERP_M_13,Males - 55-59 years (no.)
2012,131,ERP_M_13,Males - 55-59 years (no.)
2013,128,ERP_M_13,Males - 55-59 years (no.)
2014,132,ERP_M_13,Males - 55-59 years (no.)
2015,137,ERP_M_13,Males - 55-59 years (no.)
2016,136,ERP_M_13,Males - 55-59 years (no.)
2011,145,ERP_M_14,Males - 60-64 years (no.)
2012,140,ERP_M_14,Males - 60-64 years (no.)
2013,140,ERP_M_14,Males - 60-64 years (no.)
2014,137,ERP_M_14,Males - 60-64 years (no.)
2015,132,ERP_M_14,Males - 60-64 years (no.)
2016,140,ERP_M_14,Males - 60-64 years (no.)
2011,122,ERP_M_15,Males - 65-69 years (no.)
2012,131,ERP_M_15,Males - 65-69 years (no.)
2013,139,ERP_M_15,Males - 65-69 years (no.)
2014,141,ERP_M_15,Males - 65-69 years (no.)
2015,140,ERP_M_15,Males - 65-69 years (no.)
2016,135,ERP_M_15,Males - 65-69 years (no.)
2011,80,ERP_M_16,Males - 70-74 years (no.)
2012,84,ERP_M_16,Males - 70-74 years (no.)
2013,81,ERP_M_16,Males - 70-74 years (no.)
2014,83,ERP_M_16,Males - 70-74 years (no.)
2015,92,ERP_M_16,Males - 70-74 years (no.)
2016,98,ERP_M_16,Males - 70-74 years (no.)
2011,30,ERP_M_17,Males - 75-79 years (no.)
2012,32,ERP_M_17,Males - 75-79 years (no.)
2013,38,ERP_M_17,Males - 75-79 years (no.)
2014,47,ERP_M_17,Males - 75-79 years (no.)
2015,48,ERP_M_17,Males - 75-79 years (no.)
2016,47,ERP_M_17,Males - 75-79 years (no.)
2011,23,ERP_M_18,Males - 80-84 years (no.)
2012,19,ERP_M_18,Males - 80-84 years (no.)
2013,17,ERP_M_18,Males - 80-84 years (no.)
2014,15,ERP_M_18,Males - 80-84 years (no.)
2015,19,ERP_M_18,Males - 80-84 years (no.)
2016,22,ERP_M_18,Males - 80-84 years (no.)
2011,16,ERP_M_19,Males - 85 and over (no.)
2012,18,ERP_M_19,Males - 85 and over (no.)
2013,24,ERP_M_19,Males - 85 and over (no.)
2014,20,ERP_M_19,Males - 85 and over (no.)
2015,20,ERP_M_19,Males - 85 and over (no.)
2016,14,ERP_M_19,Males - 85 and over (no.)
2011,1716,ERP_M_20,Males - Total (no.)
2012,1744,ERP_M_20,Males - Total (no.)
2013,1766,ERP_M_20,Males - Total (no.)
2014,1794,ERP_M_20,Males - Total (no.)
2015,1816,ERP_M_20,Males - Total (no.)
2016,1841,ERP_M_20,Males - Total (no.)
2011,96,ERP_F_2,Females - 0-4 years (no.)
2012,97,ERP_F_2,Females - 0-4 years (no.)
2013,104,ERP_F_2,Females - 0-4 years (no.)
2014,107,ERP_F_2,Females - 0-4 years (no.)
2015,106,ERP_F_2,Females - 0-4 years (no.)
2016,108,ERP_F_2,Females - 0-4 years (no.)
2011,114,ERP_F_3,Females - 5-9 years (no.)
2012,122,ERP_F_3,Females - 5-9 years (no.)
2013,121,ERP_F_3,Females - 5-9 years (no.)
2014,118,ERP_F_3,Females - 5-9 years (no.)
2015,110,ERP_F_3,Females - 5-9 years (no.)
2016,113,ERP_F_3,Females - 5-9 years (no.)
2011,84,ERP_F_4,Females - 10-14 years (no.)
2012,86,ERP_F_4,Females - 10-14 years (no.)
2013,91,ERP_F_4,Females - 10-14 years (no.)
2014,103,ERP_F_4,Females - 10-14 years (no.)
2015,116,ERP_F_4,Females - 10-14 years (no.)
2016,114,ERP_F_4,Females - 10-14 years (no.)
2011,101,ERP_F_5,Females - 15-19 years (no.)
2012,96,ERP_F_5,Females - 15-19 years (no.)
2013,92,ERP_F_5,Females - 15-19 years (no.)
2014,77,ERP_F_5,Females - 15-19 years (no.)
2015,76,ERP_F_5,Females - 15-19 years (no.)
2016,89,ERP_F_5,Females - 15-19 years (no.)
2011,73,ERP_F_6,Females - 20-24 years (no.)
2012,78,ERP_F_6,Females - 20-24 years (no.)
2013,84,ERP_F_6,Females - 20-24 years (no.)
2014,86,ERP_F_6,Females - 20-24 years (no.)
2015,75,ERP_F_6,Females - 20-24 years (no.)
2016,62,ERP_F_6,Females - 20-24 years (no.)
2011,49,ERP_F_7,Females - 25-29 years (no.)
2012,51,ERP_F_7,Females - 25-29 years (no.)
2013,49,ERP_F_7,Females - 25-29 years (no.)
2014,49,ERP_F_7,Females - 25-29 years (no.)
2015,62,ERP_F_7,Females - 25-29 years (no.)
2016,67,ERP_F_7,Females - 25-29 years (no.)
2011,67,ERP_F_8,Females - 30-34 years (no.)
2012,70,ERP_F_8,Females - 30-34 years (no.)
2013,69,ERP_F_8,Females - 30-34 years (no.)
2014,78,ERP_F_8,Females - 30-34 years (no.)
2015,79,ERP_F_8,Females - 30-34 years (no.)
2016,81,ERP_F_8,Females - 30-34 years (no.)
2011,120,ERP_F_9,Females - 35-39 years (no.)
2012,116,ERP_F_9,Females - 35-39 years (no.)
2013,112,ERP_F_9,Females - 35-39 years (no.)
2014,105,ERP_F_9,Females - 35-39 years (no.)
2015,96,ERP_F_9,Females - 35-39 years (no.)
2016,96,ERP_F_9,Females - 35-39 years (no.)
2011,117,ERP_F_10,Females - 40-44 years (no.)
2012,126,ERP_F_10,Females - 40-44 years (no.)
2013,130,ERP_F_10,Females - 40-44 years (no.)
2014,132,ERP_F_10,Females - 40-44 years (no.)
2015,139,ERP_F_10,Females - 40-44 years (no.)
2016,144,ERP_F_10,Females - 40-44 years (no.)
2011,139,ERP_F_11,Females - 45-49 years (no.)
2012,125,ERP_F_11,Females - 45-49 years (no.)
2013,128,ERP_F_11,Females - 45-49 years (no.)
2014,133,ERP_F_11,Females - 45-49 years (no.)
2015,137,ERP_F_11,Females - 45-49 years (no.)
2016,142,ERP_F_11,Females - 45-49 years (no.)
2011,131,ERP_F_12,Females - 50-54 years (no.)
2012,133,ERP_F_12,Females - 50-54 years (no.)
2013,132,ERP_F_12,Females - 50-54 years (no.)
2014,134,ERP_F_12,Females - 50-54 years (no.)
2015,134,ERP_F_12,Females - 50-54 years (no.)
2016,125,ERP_F_12,Females - 50-54 years (no.)
2011,151,ERP_F_13,Females - 55-59 years (no.)
2012,146,ERP_F_13,Females - 55-59 years (no.)
2013,137,ERP_F_13,Females - 55-59 years (no.)
2014,135,ERP_F_13,Females - 55-59 years (no.)
2015,137,ERP_F_13,Females - 55-59 years (no.)
2016,134,ERP_F_13,Females - 55-59 years (no.)
2011,137,ERP_F_14,Females - 60-64 years (no.)
2012,139,ERP_F_14,Females - 60-64 years (no.)
2013,151,ERP_F_14,Females - 60-64 years (no.)
2014,149,ERP_F_14,Females - 60-64 years (no.)
2015,136,ERP_F_14,Females - 60-64 years (no.)
2016,145,ERP_F_14,Females - 60-64 years (no.)
2011,89,ERP_F_15,Females - 65-69 years (no.)
2012,104,ERP_F_15,Females - 65-69 years (no.)
2013,106,ERP_F_15,Females - 65-69 years (no.)
2014,114,ERP_F_15,Females - 65-69 years (no.)
2015,126,ERP_F_15,Females - 65-69 years (no.)
2016,130,ERP_F_15,Females - 65-69 years (no.)
2011,57,ERP_F_16,Females - 70-74 years (no.)
2012,54,ERP_F_16,Females - 70-74 years (no.)
2013,54,ERP_F_16,Females - 70-74 years (no.)
2014,58,ERP_F_16,Females - 70-74 years (no.)
2015,69,ERP_F_16,Females - 70-74 years (no.)
2016,68,ERP_F_16,Females - 70-74 years (no.)
2011,32,ERP_F_17,Females - 75-79 years (no.)
2012,32,ERP_F_17,Females - 75-79 years (no.)
2013,36,ERP_F_17,Females - 75-79 years (no.)
2014,40,ERP_F_17,Females - 75-79 years (no.)
2015,37,ERP_F_17,Females - 75-79 years (no.)
2016,41,ERP_F_17,Females - 75-79 years (no.)
2011,12,ERP_F_18,Females - 80-84 years (no.)
2012,20,ERP_F_18,Females - 80-84 years (no.)
2013,19,ERP_F_18,Females - 80-84 years (no.)
2014,23,ERP_F_18,Females - 80-84 years (no.)
2015,27,ERP_F_18,Females - 80-84 years (no.)
2016,26,ERP_F_18,Females - 80-84 years (no.)
2011,23,ERP_F_19,Females - 85 and over (no.)
2012,19,ERP_F_19,Females - 85 and over (no.)
2013,20,ERP_F_19,Females - 85 and over (no.)
2014,20,ERP_F_19,Females - 85 and over (no.)
2015,14,ERP_F_19,Females - 85 and over (no.)
2016,15,ERP_F_19,Females - 85 and over (no.)
2011,1592,ERP_F_20,Females - Total (no.)
2012,1614,ERP_F_20,Females - Total (no.)
2013,1635,ERP_F_20,Females - Total (no.)
2014,1661,ERP_F_20,Females - Total (no.)
2015,1676,ERP_F_20,Females - Total (no.)
2016,1700,ERP_F_20,Females - Total (no.)
2011,208,ERP_P_2,Persons - 0-4 years (no.)
2012,224,ERP_P_2,Persons - 0-4 years (no.)
2013,231,ERP_P_2,Persons - 0-4 years (no.)
2014,234,ERP_P_2,Persons - 0-4 years (no.)
2015,226,ERP_P_2,Persons - 0-4 years (no.)
2016,220,ERP_P_2,Persons - 0-4 years (no.)
2011,254,ERP_P_3,Persons - 5-9 years (no.)
2012,260,ERP_P_3,Persons - 5-9 years (no.)
2013,269,ERP_P_3,Persons - 5-9 years (no.)
2014,277,ERP_P_3,Persons - 5-9 years (no.)
2015,275,ERP_P_3,Persons - 5-9 years (no.)
2016,282,ERP_P_3,Persons - 5-9 years (no.)
2011,205,ERP_P_4,Persons - 10-14 years (no.)
2012,215,ERP_P_4,Persons - 10-14 years (no.)
2013,224,ERP_P_4,Persons - 10-14 years (no.)
2014,226,ERP_P_4,Persons - 10-14 years (no.)
2015,245,ERP_P_4,Persons - 10-14 years (no.)
2016,260,ERP_P_4,Persons - 10-14 years (no.)
2011,202,ERP_P_5,Persons - 15-19 years (no.)
2012,188,ERP_P_5,Persons - 15-19 years (no.)
2013,182,ERP_P_5,Persons - 15-19 years (no.)
2014,175,ERP_P_5,Persons - 15-19 years (no.)
2015,184,ERP_P_5,Persons - 15-19 years (no.)
2016,203,ERP_P_5,Persons - 15-19 years (no.)
2011,149,ERP_P_6,Persons - 20-24 years (no.)
2012,156,ERP_P_6,Persons - 20-24 years (no.)
2013,153,ERP_P_6,Persons - 20-24 years (no.)
2014,155,ERP_P_6,Persons - 20-24 years (no.)
2015,141,ERP_P_6,Persons - 20-24 years (no.)
2016,130,ERP_P_6,Persons - 20-24 years (no.)
2011,96,ERP_P_7,Persons - 25-29 years (no.)
2012,100,ERP_P_7,Persons - 25-29 years (no.)
2013,109,ERP_P_7,Persons - 25-29 years (no.)
2014,119,ERP_P_7,Persons - 25-29 years (no.)
2015,130,ERP_P_7,Persons - 25-29 years (no.)
2016,127,ERP_P_7,Persons - 25-29 years (no.)
2011,129,ERP_P_8,Persons - 30-34 years (no.)
2012,138,ERP_P_8,Persons - 30-34 years (no.)
2013,134,ERP_P_8,Persons - 30-34 years (no.)
2014,140,ERP_P_8,Persons - 30-34 years (no.)
2015,145,ERP_P_8,Persons - 30-34 years (no.)
2016,147,ERP_P_8,Persons - 30-34 years (no.)
2011,217,ERP_P_9,Persons - 35-39 years (no.)
2012,213,ERP_P_9,Persons - 35-39 years (no.)
2013,215,ERP_P_9,Persons - 35-39 years (no.)
2014,211,ERP_P_9,Persons - 35-39 years (no.)
2015,194,ERP_P_9,Persons - 35-39 years (no.)
2016,195,ERP_P_9,Persons - 35-39 years (no.)
2011,264,ERP_P_10,Persons - 40-44 years (no.)
2012,276,ERP_P_10,Persons - 40-44 years (no.)
2013,275,ERP_P_10,Persons - 40-44 years (no.)
2014,272,ERP_P_10,Persons - 40-44 years (no.)
2015,280,ERP_P_10,Persons - 40-44 years (no.)
2016,283,ERP_P_10,Persons - 40-44 years (no.)
2011,255,ERP_P_11,Persons - 45-49 years (no.)
2012,236,ERP_P_11,Persons - 45-49 years (no.)
2013,242,ERP_P_11,Persons - 45-49 years (no.)
2014,256,ERP_P_11,Persons - 45-49 years (no.)
2015,272,ERP_P_11,Persons - 45-49 years (no.)
2016,292,ERP_P_11,Persons - 45-49 years (no.)
2011,275,ERP_P_12,Persons - 50-54 years (no.)
2012,283,ERP_P_12,Persons - 50-54 years (no.)
2013,277,ERP_P_12,Persons - 50-54 years (no.)
2014,276,ERP_P_12,Persons - 50-54 years (no.)
2015,266,ERP_P_12,Persons - 50-54 years (no.)
2016,251,ERP_P_12,Persons - 50-54 years (no.)
2011,288,ERP_P_13,Persons - 55-59 years (no.)
2012,277,ERP_P_13,Persons - 55-59 years (no.)
2013,265,ERP_P_13,Persons - 55-59 years (no.)
2014,267,ERP_P_13,Persons - 55-59 years (no.)
2015,274,ERP_P_13,Persons - 55-59 years (no.)
2016,270,ERP_P_13,Persons - 55-59 years (no.)
2011,282,ERP_P_14,Persons - 60-64 years (no.)
2012,279,ERP_P_14,Persons - 60-64 years (no.)
2013,291,ERP_P_14,Persons - 60-64 years (no.)
2014,286,ERP_P_14,Persons - 60-64 years (no.)
2015,268,ERP_P_14,Persons - 60-64 years (no.)
2016,285,ERP_P_14,Persons - 60-64 years (no.)
2011,211,ERP_P_15,Persons - 65-69 years (no.)
2012,235,ERP_P_15,Persons - 65-69 years (no.)
2013,245,ERP_P_15,Persons - 65-69 years (no.)
2014,255,ERP_P_15,Persons - 65-69 years (no.)
2015,266,ERP_P_15,Persons - 65-69 years (no.)
2016,265,ERP_P_15,Persons - 65-69 years (no.)
2011,137,ERP_P_16,Persons - 70-74 years (no.)
2012,138,ERP_P_16,Persons - 70-74 years (no.)
2013,135,ERP_P_16,Persons - 70-74 years (no.)
2014,141,ERP_P_16,Persons - 70-74 years (no.)
2015,161,ERP_P_16,Persons - 70-74 years (no.)
2016,166,ERP_P_16,Persons - 70-74 years (no.)
2011,62,ERP_P_17,Persons - 75-79 years (no.)
2012,64,ERP_P_17,Persons - 75-79 years (no.)
2013,74,ERP_P_17,Persons - 75-79 years (no.)
2014,87,ERP_P_17,Persons - 75-79 years (no.)
2015,85,ERP_P_17,Persons - 75-79 years (no.)
2016,88,ERP_P_17,Persons - 75-79 years (no.)
2011,35,ERP_P_18,Persons - 80-84 years (no.)
2012,39,ERP_P_18,Persons - 80-84 years (no.)
2013,36,ERP_P_18,Persons - 80-84 years (no.)
2014,38,ERP_P_18,Persons - 80-84 years (no.)
2015,46,ERP_P_18,Persons - 80-84 years (no.)
2016,48,ERP_P_18,Persons - 80-84 years (no.)
2011,39,ERP_P_19,Persons - 85 and over (no.)
2012,37,ERP_P_19,Persons - 85 and over (no.)
2013,44,ERP_P_19,Persons - 85 and over (no.)
2014,40,ERP_P_19,Persons - 85 and over (no.)
2015,34,ERP_P_19,Persons - 85 and over (no.)
2016,29,ERP_P_19,Persons - 85 and over (no.)
2011,3308,ERP_P_20,Persons - Total (no.)
2012,3358,ERP_P_20,Persons - Total (no.)
2013,3401,ERP_P_20,Persons - Total (no.)
2014,3455,ERP_P_20,Persons - Total (no.)
2015,3492,ERP_P_20,Persons - Total (no.)
2016,3541,ERP_P_20,Persons - Total (no.)
2017,3582,ERP_P_20,Persons - Total (no.)
2011,65.2,ERP_18,Working Age Population (aged 15-64 years)
2012,63.9,ERP_18,Working Age Population (aged 15-64 years)
2013,63,ERP_18,Working Age Population (aged 15-64 years)
2014,62.4,ERP_18,Working Age Population (aged 15-64 years)
2015,61.7,ERP_18,Working Age Population (aged 15-64 years)
2016,61.6,ERP_18,Working Age Population (aged 15-64 years)
2016,42.9,ERP_19,Median Age - Males (years)
2016,44.1,ERP_22,Median Age - Females (years)
2016,43.6,ERP_23,Median Age - Persons (years)
2016,48.5,ERP_21,Population density (ERP at 30 June) (persons/km2)
2011,0.5,CENSUS_2,Aboriginal and Torres Strait Islander Peoples - Proportion of total population (%)
2016,0.6,CENSUS_2,Aboriginal and Torres Strait Islander Peoples - Proportion of total population (%)
2011,1.4,CENSUS_4,Born in Oceania and Antarctica (excluding Australia) (%)
2016,1.3,CENSUS_4,Born in Oceania and Antarctica (excluding Australia) (%)
2011,10.7,CENSUS_5,Born in North-West Europe (%)
2016,8.7,CENSUS_5,Born in North-West Europe (%)
2011,1.9,CENSUS_6,Born in Southern and Eastern Europe (%)
2016,1.6,CENSUS_6,Born in Southern and Eastern Europe (%)
2011,0.2,CENSUS_7,Born in North Africa and the Middle East (%)
2016,0.2,CENSUS_7,Born in North Africa and the Middle East (%)
2011,0.5,CENSUS_8,Born in South-East Asia (%)
2016,0.4,CENSUS_8,Born in South-East Asia (%)
2011,0.2,CENSUS_9,Born in North-East Asia (%)
2016,0.3,CENSUS_9,Born in North-East Asia (%)
2011,0.3,CENSUS_10,Born in Southern and Central Asia (%)
2016,0.1,CENSUS_10,Born in Southern and Central Asia (%)
2011,0.5,CENSUS_11,Born in Americas (%)
2016,0.8,CENSUS_11,Born in Americas (%)
2011,0.6,CENSUS_12,Born in Sub-Saharan Africa (%)
2016,0.5,CENSUS_12,Born in Sub-Saharan Africa (%)
2011,16.3,CENSUS_13,Total born overseas (%)
2016,13.8,CENSUS_13,Total born overseas (%)
2016,0.7,CENSUS_15,Buddhism (%)
2016,46.3,CENSUS_16,Christianity (%)
2016,0.1,CENSUS_19,Judaism (%)
2016,0.1,CENSUS_20,Other Religions (%)
2016,43.3,CENSUS_21,"Secular Beliefs, Other Spiritual Beliefs and No Religious Affiliation (%)"
2016,9.3,CENSUS_22,Religious Affiliation - Inadequately described or not stated (%)
2011,4.2,CENSUS_24,Persons born overseas who arrived less than 5 years ago (%)
2016,2.1,CENSUS_24,Persons born overseas who arrived less than 5 years ago (%)
2011,10,CENSUS_25,Persons born overseas who arrived 5 to 10 years ago (%)
2016,4.9,CENSUS_25,Persons born overseas who arrived 5 to 10 years ago (%)
2011,83,CENSUS_26,Persons born overseas who arrived over 10 years ago (%)
2016,87.6,CENSUS_26,Persons born overseas who arrived over 10 years ago (%)
2011,2.5,CENSUS_27,Year of Arrival in Australia - Not stated (%)
2016,4.3,CENSUS_27,Year of Arrival in Australia - Not stated (%)
2011,91.6,CENSUS_29,Australian citizen (%)
2016,89.4,CENSUS_29,Australian citizen (%)
2011,4.6,CENSUS_30,Not an Australian citizen (%)
2016,3.8,CENSUS_30,Not an Australian citizen (%)
2011,3.6,CENSUS_31,Australian Citizenship - Not stated (%)
2016,6.7,CENSUS_31,Australian Citizenship - Not stated (%)
2011,3.7,CENSUS_33,Speaks a Language Other Than English at Home - Proportion of total population (%)
2016,4.3,CENSUS_33,Speaks a Language Other Than English at Home - Proportion of total population (%)
2013,216,CABEE_2,Number of non-employing businesses (no.)
2014,204,CABEE_2,Number of non-employing businesses (no.)
2015,215,CABEE_2,Number of non-employing businesses (no.)
2016,206,CABEE_2,Number of non-employing businesses (no.)
2017,209,CABEE_2,Number of non-employing businesses (no.)
2013,103,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2014,112,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2015,118,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2016,105,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2017,103,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2013,17,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2014,16,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2015,19,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2016,16,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2017,21,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2013,3,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2014,4,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2015,3,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2016,3,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2017,4,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2013,341,CABEE_5,Total number of businesses (no.)
2014,341,CABEE_5,Total number of businesses (no.)
2015,351,CABEE_5,Total number of businesses (no.)
2016,331,CABEE_5,Total number of businesses (no.)
2017,340,CABEE_5,Total number of businesses (no.)
2014,28,CABEE_7,Number of non employing business entries (no.)
2015,28,CABEE_7,Number of non employing business entries (no.)
2016,29,CABEE_7,Number of non employing business entries (no.)
2017,33,CABEE_7,Number of non employing business entries (no.)
2014,6,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2015,18,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2016,12,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2017,11,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2015,3,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2016,3,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2017,3,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2014,31,CABEE_10,Total number of business entries (no.)
2015,41,CABEE_10,Total number of business entries (no.)
2016,40,CABEE_10,Total number of business entries (no.)
2017,42,CABEE_10,Total number of business entries (no.)
2014,34,CABEE_12,Number of non employing business exits (no.)
2015,25,CABEE_12,Number of non employing business exits (no.)
2016,34,CABEE_12,Number of non employing business exits (no.)
2017,29,CABEE_12,Number of non employing business exits (no.)
2014,3,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2015,9,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2016,5,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2017,3,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2015,3,CABEE_14,Number of employing business exits: 5-19 employees (no.)
2017,3,CABEE_14,Number of employing business exits: 5-19 employees (no.)
