Time,Value,MEASURE,Description
2014,879,ERP_M_12,Males - 50-54 years (no.)
2015,911,ERP_M_12,Males - 50-54 years (no.)
2016,881,ERP_M_12,Males - 50-54 years (no.)
2011,659,ERP_M_13,Males - 55-59 years (no.)
2012,656,ERP_M_13,Males - 55-59 years (no.)
2013,660,ERP_M_13,Males - 55-59 years (no.)
2014,699,ERP_M_13,Males - 55-59 years (no.)
2015,735,ERP_M_13,Males - 55-59 years (no.)
2016,786,ERP_M_13,Males - 55-59 years (no.)
2011,605,ERP_M_14,Males - 60-64 years (no.)
2012,614,ERP_M_14,Males - 60-64 years (no.)
2013,631,ERP_M_14,Males - 60-64 years (no.)
2014,636,ERP_M_14,Males - 60-64 years (no.)
2015,637,ERP_M_14,Males - 60-64 years (no.)
2016,617,ERP_M_14,Males - 60-64 years (no.)
2011,395,ERP_M_15,Males - 65-69 years (no.)
2012,446,ERP_M_15,Males - 65-69 years (no.)
2013,474,ERP_M_15,Males - 65-69 years (no.)
2014,508,ERP_M_15,Males - 65-69 years (no.)
2015,538,ERP_M_15,Males - 65-69 years (no.)
2016,568,ERP_M_15,Males - 65-69 years (no.)
2011,283,ERP_M_16,Males - 70-74 years (no.)
2012,287,ERP_M_16,Males - 70-74 years (no.)
2013,312,ERP_M_16,Males - 70-74 years (no.)
2014,333,ERP_M_16,Males - 70-74 years (no.)
2015,351,ERP_M_16,Males - 70-74 years (no.)
2016,371,ERP_M_16,Males - 70-74 years (no.)
2011,181,ERP_M_17,Males - 75-79 years (no.)
2012,204,ERP_M_17,Males - 75-79 years (no.)
2013,214,ERP_M_17,Males - 75-79 years (no.)
2014,222,ERP_M_17,Males - 75-79 years (no.)
2015,238,ERP_M_17,Males - 75-79 years (no.)
2016,249,ERP_M_17,Males - 75-79 years (no.)
2011,124,ERP_M_18,Males - 80-84 years (no.)
2012,119,ERP_M_18,Males - 80-84 years (no.)
2013,124,ERP_M_18,Males - 80-84 years (no.)
2014,132,ERP_M_18,Males - 80-84 years (no.)
2015,139,ERP_M_18,Males - 80-84 years (no.)
2016,144,ERP_M_18,Males - 80-84 years (no.)
2011,71,ERP_M_19,Males - 85 and over (no.)
2012,80,ERP_M_19,Males - 85 and over (no.)
2013,86,ERP_M_19,Males - 85 and over (no.)
2014,93,ERP_M_19,Males - 85 and over (no.)
2015,96,ERP_M_19,Males - 85 and over (no.)
2016,98,ERP_M_19,Males - 85 and over (no.)
2011,11350,ERP_M_20,Males - Total (no.)
2012,11476,ERP_M_20,Males - Total (no.)
2013,11623,ERP_M_20,Males - Total (no.)
2014,11825,ERP_M_20,Males - Total (no.)
2015,12023,ERP_M_20,Males - Total (no.)
2016,12193,ERP_M_20,Males - Total (no.)
2011,775,ERP_F_2,Females - 0-4 years (no.)
2012,795,ERP_F_2,Females - 0-4 years (no.)
2013,799,ERP_F_2,Females - 0-4 years (no.)
2014,793,ERP_F_2,Females - 0-4 years (no.)
2015,791,ERP_F_2,Females - 0-4 years (no.)
2016,765,ERP_F_2,Females - 0-4 years (no.)
2011,769,ERP_F_3,Females - 5-9 years (no.)
2012,758,ERP_F_3,Females - 5-9 years (no.)
2013,770,ERP_F_3,Females - 5-9 years (no.)
2014,796,ERP_F_3,Females - 5-9 years (no.)
2015,805,ERP_F_3,Females - 5-9 years (no.)
2016,818,ERP_F_3,Females - 5-9 years (no.)
2011,841,ERP_F_4,Females - 10-14 years (no.)
2012,808,ERP_F_4,Females - 10-14 years (no.)
2013,796,ERP_F_4,Females - 10-14 years (no.)
2014,775,ERP_F_4,Females - 10-14 years (no.)
2015,766,ERP_F_4,Females - 10-14 years (no.)
2016,777,ERP_F_4,Females - 10-14 years (no.)
2011,1001,ERP_F_5,Females - 15-19 years (no.)
2012,994,ERP_F_5,Females - 15-19 years (no.)
2013,964,ERP_F_5,Females - 15-19 years (no.)
2014,935,ERP_F_5,Females - 15-19 years (no.)
2015,889,ERP_F_5,Females - 15-19 years (no.)
2016,882,ERP_F_5,Females - 15-19 years (no.)
2011,798,ERP_F_6,Females - 20-24 years (no.)
2012,810,ERP_F_6,Females - 20-24 years (no.)
2013,828,ERP_F_6,Females - 20-24 years (no.)
2014,853,ERP_F_6,Females - 20-24 years (no.)
2015,902,ERP_F_6,Females - 20-24 years (no.)
2016,915,ERP_F_6,Females - 20-24 years (no.)
2011,763,ERP_F_7,Females - 25-29 years (no.)
2012,791,ERP_F_7,Females - 25-29 years (no.)
2013,797,ERP_F_7,Females - 25-29 years (no.)
2014,842,ERP_F_7,Females - 25-29 years (no.)
2015,854,ERP_F_7,Females - 25-29 years (no.)
2016,846,ERP_F_7,Females - 25-29 years (no.)
2011,754,ERP_F_8,Females - 30-34 years (no.)
2012,774,ERP_F_8,Females - 30-34 years (no.)
2013,800,ERP_F_8,Females - 30-34 years (no.)
2014,793,ERP_F_8,Females - 30-34 years (no.)
2015,816,ERP_F_8,Females - 30-34 years (no.)
2016,879,ERP_F_8,Females - 30-34 years (no.)
2011,842,ERP_F_9,Females - 35-39 years (no.)
2012,788,ERP_F_9,Females - 35-39 years (no.)
2013,779,ERP_F_9,Females - 35-39 years (no.)
2014,788,ERP_F_9,Females - 35-39 years (no.)
2015,792,ERP_F_9,Females - 35-39 years (no.)
2016,789,ERP_F_9,Females - 35-39 years (no.)
2011,968,ERP_F_10,Females - 40-44 years (no.)
2012,969,ERP_F_10,Females - 40-44 years (no.)
2013,960,ERP_F_10,Females - 40-44 years (no.)
2014,960,ERP_F_10,Females - 40-44 years (no.)
2015,946,ERP_F_10,Females - 40-44 years (no.)
2016,887,ERP_F_10,Females - 40-44 years (no.)
2011,1005,ERP_F_11,Females - 45-49 years (no.)
2012,968,ERP_F_11,Females - 45-49 years (no.)
2013,949,ERP_F_11,Females - 45-49 years (no.)
2014,952,ERP_F_11,Females - 45-49 years (no.)
2015,965,ERP_F_11,Females - 45-49 years (no.)
2016,1003,ERP_F_11,Females - 45-49 years (no.)
2011,837,ERP_F_12,Females - 50-54 years (no.)
2012,935,ERP_F_12,Females - 50-54 years (no.)
2013,966,ERP_F_12,Females - 50-54 years (no.)
2014,990,ERP_F_12,Females - 50-54 years (no.)
2015,999,ERP_F_12,Females - 50-54 years (no.)
2016,997,ERP_F_12,Females - 50-54 years (no.)
2011,691,ERP_F_13,Females - 55-59 years (no.)
2012,699,ERP_F_13,Females - 55-59 years (no.)
2013,717,ERP_F_13,Females - 55-59 years (no.)
2014,747,ERP_F_13,Females - 55-59 years (no.)
2015,777,ERP_F_13,Females - 55-59 years (no.)
2016,834,ERP_F_13,Females - 55-59 years (no.)
2011,603,ERP_F_14,Females - 60-64 years (no.)
2012,594,ERP_F_14,Females - 60-64 years (no.)
2013,622,ERP_F_14,Females - 60-64 years (no.)
2014,652,ERP_F_14,Females - 60-64 years (no.)
2015,675,ERP_F_14,Females - 60-64 years (no.)
2016,678,ERP_F_14,Females - 60-64 years (no.)
2011,439,ERP_F_15,Females - 65-69 years (no.)
2012,489,ERP_F_15,Females - 65-69 years (no.)
2013,516,ERP_F_15,Females - 65-69 years (no.)
2014,522,ERP_F_15,Females - 65-69 years (no.)
2015,539,ERP_F_15,Females - 65-69 years (no.)
2016,566,ERP_F_15,Females - 65-69 years (no.)
2011,297,ERP_F_16,Females - 70-74 years (no.)
2012,315,ERP_F_16,Females - 70-74 years (no.)
2013,335,ERP_F_16,Females - 70-74 years (no.)
2014,367,ERP_F_16,Females - 70-74 years (no.)
2015,393,ERP_F_16,Females - 70-74 years (no.)
2016,410,ERP_F_16,Females - 70-74 years (no.)
2011,204,ERP_F_17,Females - 75-79 years (no.)
2012,207,ERP_F_17,Females - 75-79 years (no.)
2013,221,ERP_F_17,Females - 75-79 years (no.)
2014,231,ERP_F_17,Females - 75-79 years (no.)
2015,249,ERP_F_17,Females - 75-79 years (no.)
2016,269,ERP_F_17,Females - 75-79 years (no.)
2011,153,ERP_F_18,Females - 80-84 years (no.)
2012,156,ERP_F_18,Females - 80-84 years (no.)
2013,163,ERP_F_18,Females - 80-84 years (no.)
2014,177,ERP_F_18,Females - 80-84 years (no.)
2015,173,ERP_F_18,Females - 80-84 years (no.)
2016,171,ERP_F_18,Females - 80-84 years (no.)
2011,73,ERP_F_19,Females - 85 and over (no.)
2012,84,ERP_F_19,Females - 85 and over (no.)
2013,87,ERP_F_19,Females - 85 and over (no.)
2014,91,ERP_F_19,Females - 85 and over (no.)
2015,105,ERP_F_19,Females - 85 and over (no.)
2016,113,ERP_F_19,Females - 85 and over (no.)
2011,11813,ERP_F_20,Females - Total (no.)
2012,11934,ERP_F_20,Females - Total (no.)
2013,12069,ERP_F_20,Females - Total (no.)
2014,12264,ERP_F_20,Females - Total (no.)
2015,12436,ERP_F_20,Females - Total (no.)
2016,12599,ERP_F_20,Females - Total (no.)
2011,1542,ERP_P_2,Persons - 0-4 years (no.)
2012,1558,ERP_P_2,Persons - 0-4 years (no.)
2013,1568,ERP_P_2,Persons - 0-4 years (no.)
2014,1581,ERP_P_2,Persons - 0-4 years (no.)
2015,1601,ERP_P_2,Persons - 0-4 years (no.)
2016,1671,ERP_P_2,Persons - 0-4 years (no.)
2011,1534,ERP_P_3,Persons - 5-9 years (no.)
2012,1523,ERP_P_3,Persons - 5-9 years (no.)
2013,1552,ERP_P_3,Persons - 5-9 years (no.)
2014,1604,ERP_P_3,Persons - 5-9 years (no.)
2015,1647,ERP_P_3,Persons - 5-9 years (no.)
2016,1656,ERP_P_3,Persons - 5-9 years (no.)
2011,1718,ERP_P_4,Persons - 10-14 years (no.)
2012,1667,ERP_P_4,Persons - 10-14 years (no.)
2013,1615,ERP_P_4,Persons - 10-14 years (no.)
2014,1559,ERP_P_4,Persons - 10-14 years (no.)
2015,1552,ERP_P_4,Persons - 10-14 years (no.)
2016,1561,ERP_P_4,Persons - 10-14 years (no.)
2011,1916,ERP_P_5,Persons - 15-19 years (no.)
2012,1894,ERP_P_5,Persons - 15-19 years (no.)
2013,1877,ERP_P_5,Persons - 15-19 years (no.)
2014,1856,ERP_P_5,Persons - 15-19 years (no.)
2015,1782,ERP_P_5,Persons - 15-19 years (no.)
2016,1752,ERP_P_5,Persons - 15-19 years (no.)
2011,1637,ERP_P_6,Persons - 20-24 years (no.)
2012,1662,ERP_P_6,Persons - 20-24 years (no.)
2013,1694,ERP_P_6,Persons - 20-24 years (no.)
2014,1770,ERP_P_6,Persons - 20-24 years (no.)
2015,1811,ERP_P_6,Persons - 20-24 years (no.)
2016,1807,ERP_P_6,Persons - 20-24 years (no.)
2011,1463,ERP_P_7,Persons - 25-29 years (no.)
2012,1533,ERP_P_7,Persons - 25-29 years (no.)
2013,1560,ERP_P_7,Persons - 25-29 years (no.)
2014,1625,ERP_P_7,Persons - 25-29 years (no.)
2015,1680,ERP_P_7,Persons - 25-29 years (no.)
2016,1687,ERP_P_7,Persons - 25-29 years (no.)
2011,1496,ERP_P_8,Persons - 30-34 years (no.)
2012,1522,ERP_P_8,Persons - 30-34 years (no.)
2013,1557,ERP_P_8,Persons - 30-34 years (no.)
2014,1552,ERP_P_8,Persons - 30-34 years (no.)
2015,1580,ERP_P_8,Persons - 30-34 years (no.)
2016,1700,ERP_P_8,Persons - 30-34 years (no.)
2011,1633,ERP_P_9,Persons - 35-39 years (no.)
2012,1548,ERP_P_9,Persons - 35-39 years (no.)
2013,1542,ERP_P_9,Persons - 35-39 years (no.)
2014,1552,ERP_P_9,Persons - 35-39 years (no.)
2015,1594,ERP_P_9,Persons - 35-39 years (no.)
2016,1561,ERP_P_9,Persons - 35-39 years (no.)
2011,1889,ERP_P_10,Persons - 40-44 years (no.)
2012,1890,ERP_P_10,Persons - 40-44 years (no.)
2013,1860,ERP_P_10,Persons - 40-44 years (no.)
2014,1849,ERP_P_10,Persons - 40-44 years (no.)
2015,1802,ERP_P_10,Persons - 40-44 years (no.)
2016,1730,ERP_P_10,Persons - 40-44 years (no.)
2011,1898,ERP_P_11,Persons - 45-49 years (no.)
2012,1867,ERP_P_11,Persons - 45-49 years (no.)
2013,1851,ERP_P_11,Persons - 45-49 years (no.)
2014,1862,ERP_P_11,Persons - 45-49 years (no.)
2015,1855,ERP_P_11,Persons - 45-49 years (no.)
2016,1915,ERP_P_11,Persons - 45-49 years (no.)
2011,1659,ERP_P_12,Persons - 50-54 years (no.)
2012,1796,ERP_P_12,Persons - 50-54 years (no.)
2013,1854,ERP_P_12,Persons - 50-54 years (no.)
2014,1869,ERP_P_12,Persons - 50-54 years (no.)
2015,1910,ERP_P_12,Persons - 50-54 years (no.)
2016,1878,ERP_P_12,Persons - 50-54 years (no.)
2011,1350,ERP_P_13,Persons - 55-59 years (no.)
2012,1355,ERP_P_13,Persons - 55-59 years (no.)
2013,1377,ERP_P_13,Persons - 55-59 years (no.)
2014,1446,ERP_P_13,Persons - 55-59 years (no.)
2015,1512,ERP_P_13,Persons - 55-59 years (no.)
2016,1620,ERP_P_13,Persons - 55-59 years (no.)
2011,1208,ERP_P_14,Persons - 60-64 years (no.)
2012,1208,ERP_P_14,Persons - 60-64 years (no.)
2013,1253,ERP_P_14,Persons - 60-64 years (no.)
2014,1288,ERP_P_14,Persons - 60-64 years (no.)
2015,1312,ERP_P_14,Persons - 60-64 years (no.)
2016,1295,ERP_P_14,Persons - 60-64 years (no.)
2011,834,ERP_P_15,Persons - 65-69 years (no.)
2012,935,ERP_P_15,Persons - 65-69 years (no.)
2013,990,ERP_P_15,Persons - 65-69 years (no.)
2014,1030,ERP_P_15,Persons - 65-69 years (no.)
2015,1077,ERP_P_15,Persons - 65-69 years (no.)
2016,1134,ERP_P_15,Persons - 65-69 years (no.)
2011,580,ERP_P_16,Persons - 70-74 years (no.)
2012,602,ERP_P_16,Persons - 70-74 years (no.)
2013,647,ERP_P_16,Persons - 70-74 years (no.)
2014,700,ERP_P_16,Persons - 70-74 years (no.)
2015,744,ERP_P_16,Persons - 70-74 years (no.)
2016,781,ERP_P_16,Persons - 70-74 years (no.)
2011,385,ERP_P_17,Persons - 75-79 years (no.)
2012,411,ERP_P_17,Persons - 75-79 years (no.)
2013,435,ERP_P_17,Persons - 75-79 years (no.)
2014,453,ERP_P_17,Persons - 75-79 years (no.)
2015,487,ERP_P_17,Persons - 75-79 years (no.)
2016,518,ERP_P_17,Persons - 75-79 years (no.)
2011,277,ERP_P_18,Persons - 80-84 years (no.)
2012,275,ERP_P_18,Persons - 80-84 years (no.)
2013,287,ERP_P_18,Persons - 80-84 years (no.)
2014,309,ERP_P_18,Persons - 80-84 years (no.)
2015,312,ERP_P_18,Persons - 80-84 years (no.)
2016,315,ERP_P_18,Persons - 80-84 years (no.)
2011,144,ERP_P_19,Persons - 85 and over (no.)
2012,164,ERP_P_19,Persons - 85 and over (no.)
2013,173,ERP_P_19,Persons - 85 and over (no.)
2014,184,ERP_P_19,Persons - 85 and over (no.)
2015,201,ERP_P_19,Persons - 85 and over (no.)
2016,211,ERP_P_19,Persons - 85 and over (no.)
2011,23163,ERP_P_20,Persons - Total (no.)
2012,23410,ERP_P_20,Persons - Total (no.)
2013,23692,ERP_P_20,Persons - Total (no.)
2014,24089,ERP_P_20,Persons - Total (no.)
2015,24459,ERP_P_20,Persons - Total (no.)
2016,24792,ERP_P_20,Persons - Total (no.)
2017,25023,ERP_P_20,Persons - Total (no.)
2011,69.7,ERP_18,Working Age Population (aged 15-64 years)
2012,69.5,ERP_18,Working Age Population (aged 15-64 years)
2013,69.3,ERP_18,Working Age Population (aged 15-64 years)
2014,69.2,ERP_18,Working Age Population (aged 15-64 years)
2015,68.8,ERP_18,Working Age Population (aged 15-64 years)
2016,68.3,ERP_18,Working Age Population (aged 15-64 years)
2016,36,ERP_19,Median Age - Males (years)
2016,37.6,ERP_22,Median Age - Females (years)
2016,36.8,ERP_23,Median Age - Persons (years)
2016,659,ERP_21,Population density (ERP at 30 June) (persons/km2)
2011,0.6,CENSUS_2,Aboriginal and Torres Strait Islander Peoples - Proportion of total population (%)
2016,0.8,CENSUS_2,Aboriginal and Torres Strait Islander Peoples - Proportion of total population (%)
2011,1.7,CENSUS_4,Born in Oceania and Antarctica (excluding Australia) (%)
2016,1.7,CENSUS_4,Born in Oceania and Antarctica (excluding Australia) (%)
2011,10.5,CENSUS_5,Born in North-West Europe (%)
2016,9.1,CENSUS_5,Born in North-West Europe (%)
2011,1.6,CENSUS_6,Born in Southern and Eastern Europe (%)
2016,1.7,CENSUS_6,Born in Southern and Eastern Europe (%)
2011,0.4,CENSUS_7,Born in North Africa and the Middle East (%)
2016,0.3,CENSUS_7,Born in North Africa and the Middle East (%)
2011,0.7,CENSUS_8,Born in South-East Asia (%)
2016,0.9,CENSUS_8,Born in South-East Asia (%)
2011,0.2,CENSUS_9,Born in North-East Asia (%)
2016,0.3,CENSUS_9,Born in North-East Asia (%)
2011,0.6,CENSUS_10,Born in Southern and Central Asia (%)
2016,0.7,CENSUS_10,Born in Southern and Central Asia (%)
2011,0.5,CENSUS_11,Born in Americas (%)
2016,0.5,CENSUS_11,Born in Americas (%)
2011,0.8,CENSUS_12,Born in Sub-Saharan Africa (%)
2016,0.8,CENSUS_12,Born in Sub-Saharan Africa (%)
2011,16.9,CENSUS_13,Total born overseas (%)
2016,16,CENSUS_13,Total born overseas (%)
2016,0.8,CENSUS_15,Buddhism (%)
2016,48.9,CENSUS_16,Christianity (%)
2016,0.3,CENSUS_17,Hinduism (%)
2016,0.2,CENSUS_18,Islam (%)
2016,0.1,CENSUS_19,Judaism (%)
2016,0.4,CENSUS_20,Other Religions (%)
2016,41.4,CENSUS_21,"Secular Beliefs, Other Spiritual Beliefs and No Religious Affiliation (%)"
2016,8.1,CENSUS_22,Religious Affiliation - Inadequately described or not stated (%)
2011,7.1,CENSUS_24,Persons born overseas who arrived less than 5 years ago (%)
2016,5.5,CENSUS_24,Persons born overseas who arrived less than 5 years ago (%)
2011,8.8,CENSUS_25,Persons born overseas who arrived 5 to 10 years ago (%)
2016,8.7,CENSUS_25,Persons born overseas who arrived 5 to 10 years ago (%)
2011,79.8,CENSUS_26,Persons born overseas who arrived over 10 years ago (%)
2016,83.8,CENSUS_26,Persons born overseas who arrived over 10 years ago (%)
2011,4.4,CENSUS_27,Year of Arrival in Australia - Not stated (%)
2016,2,CENSUS_27,Year of Arrival in Australia - Not stated (%)
2011,90.8,CENSUS_29,Australian citizen (%)
2016,89.1,CENSUS_29,Australian citizen (%)
2011,6.2,CENSUS_30,Not an Australian citizen (%)
2016,5.8,CENSUS_30,Not an Australian citizen (%)
2011,3,CENSUS_31,Australian Citizenship - Not stated (%)
2016,5.1,CENSUS_31,Australian Citizenship - Not stated (%)
2011,5.2,CENSUS_33,Speaks a Language Other Than English at Home - Proportion of total population (%)
2016,5.4,CENSUS_33,Speaks a Language Other Than English at Home - Proportion of total population (%)
2013,980,CABEE_2,Number of non-employing businesses (no.)
2014,946,CABEE_2,Number of non-employing businesses (no.)
2015,938,CABEE_2,Number of non-employing businesses (no.)
2016,926,CABEE_2,Number of non-employing businesses (no.)
2017,967,CABEE_2,Number of non-employing businesses (no.)
2013,508,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2014,546,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2015,562,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2016,568,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2017,558,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2013,121,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2014,122,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2015,117,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2016,116,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2017,128,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2013,18,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2014,19,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2015,22,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2016,16,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2017,25,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2013,1622,CABEE_5,Total number of businesses (no.)
2014,1624,CABEE_5,Total number of businesses (no.)
2015,1635,CABEE_5,Total number of businesses (no.)
2016,1637,CABEE_5,Total number of businesses (no.)
2017,1677,CABEE_5,Total number of businesses (no.)
2014,140,CABEE_7,Number of non employing business entries (no.)
2015,149,CABEE_7,Number of non employing business entries (no.)
2016,132,CABEE_7,Number of non employing business entries (no.)
2017,170,CABEE_7,Number of non employing business entries (no.)
2014,54,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2015,66,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2016,75,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2017,61,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2014,4,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2015,5,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2016,8,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2016,3,CABEE_39,Number of employing business entries: 20 or more employees (no.)
2014,208,CABEE_10,Total number of business entries (no.)
2015,220,CABEE_10,Total number of business entries (no.)
2016,213,CABEE_10,Total number of business entries (no.)
2017,228,CABEE_10,Total number of business entries (no.)
2014,175,CABEE_12,Number of non employing business exits (no.)
2015,174,CABEE_12,Number of non employing business exits (no.)
2016,153,CABEE_12,Number of non employing business exits (no.)
2017,147,CABEE_12,Number of non employing business exits (no.)
2014,31,CABEE_13,Number of employing business exits: 1-4 employees (no.)
