Time,Value,MEASURE,Description
2016,62,ERP_M_16,Males - 70-74 years (no.)
2011,27,ERP_M_17,Males - 75-79 years (no.)
2012,27,ERP_M_17,Males - 75-79 years (no.)
2013,29,ERP_M_17,Males - 75-79 years (no.)
2014,30,ERP_M_17,Males - 75-79 years (no.)
2015,40,ERP_M_17,Males - 75-79 years (no.)
2016,46,ERP_M_17,Males - 75-79 years (no.)
2011,31,ERP_M_18,Males - 80-84 years (no.)
2012,29,ERP_M_18,Males - 80-84 years (no.)
2013,20,ERP_M_18,Males - 80-84 years (no.)
2014,21,ERP_M_18,Males - 80-84 years (no.)
2015,17,ERP_M_18,Males - 80-84 years (no.)
2016,13,ERP_M_18,Males - 80-84 years (no.)
2011,4,ERP_M_19,Males - 85 and over (no.)
2012,8,ERP_M_19,Males - 85 and over (no.)
2013,13,ERP_M_19,Males - 85 and over (no.)
2014,12,ERP_M_19,Males - 85 and over (no.)
2015,14,ERP_M_19,Males - 85 and over (no.)
2016,16,ERP_M_19,Males - 85 and over (no.)
2011,3389,ERP_M_20,Males - Total (no.)
2012,3407,ERP_M_20,Males - Total (no.)
2013,3425,ERP_M_20,Males - Total (no.)
2014,3438,ERP_M_20,Males - Total (no.)
2015,3445,ERP_M_20,Males - Total (no.)
2016,3447,ERP_M_20,Males - Total (no.)
2011,172,ERP_F_2,Females - 0-4 years (no.)
2012,164,ERP_F_2,Females - 0-4 years (no.)
2013,164,ERP_F_2,Females - 0-4 years (no.)
2014,160,ERP_F_2,Females - 0-4 years (no.)
2015,160,ERP_F_2,Females - 0-4 years (no.)
2016,175,ERP_F_2,Females - 0-4 years (no.)
2011,259,ERP_F_3,Females - 5-9 years (no.)
2012,239,ERP_F_3,Females - 5-9 years (no.)
2013,227,ERP_F_3,Females - 5-9 years (no.)
2014,222,ERP_F_3,Females - 5-9 years (no.)
2015,200,ERP_F_3,Females - 5-9 years (no.)
2016,194,ERP_F_3,Females - 5-9 years (no.)
2011,315,ERP_F_4,Females - 10-14 years (no.)
2012,320,ERP_F_4,Females - 10-14 years (no.)
2013,300,ERP_F_4,Females - 10-14 years (no.)
2014,291,ERP_F_4,Females - 10-14 years (no.)
2015,302,ERP_F_4,Females - 10-14 years (no.)
2016,289,ERP_F_4,Females - 10-14 years (no.)
2011,360,ERP_F_5,Females - 15-19 years (no.)
2012,361,ERP_F_5,Females - 15-19 years (no.)
2013,366,ERP_F_5,Females - 15-19 years (no.)
2014,349,ERP_F_5,Females - 15-19 years (no.)
2015,334,ERP_F_5,Females - 15-19 years (no.)
2016,309,ERP_F_5,Females - 15-19 years (no.)
2011,256,ERP_F_6,Females - 20-24 years (no.)
2012,264,ERP_F_6,Females - 20-24 years (no.)
2013,265,ERP_F_6,Females - 20-24 years (no.)
2014,269,ERP_F_6,Females - 20-24 years (no.)
2015,284,ERP_F_6,Females - 20-24 years (no.)
2016,308,ERP_F_6,Females - 20-24 years (no.)
2011,144,ERP_F_7,Females - 25-29 years (no.)
2012,146,ERP_F_7,Females - 25-29 years (no.)
2013,160,ERP_F_7,Females - 25-29 years (no.)
2014,173,ERP_F_7,Females - 25-29 years (no.)
2015,167,ERP_F_7,Females - 25-29 years (no.)
2016,163,ERP_F_7,Females - 25-29 years (no.)
2011,158,ERP_F_8,Females - 30-34 years (no.)
2012,159,ERP_F_8,Females - 30-34 years (no.)
2013,151,ERP_F_8,Females - 30-34 years (no.)
2014,153,ERP_F_8,Females - 30-34 years (no.)
2015,157,ERP_F_8,Females - 30-34 years (no.)
2016,152,ERP_F_8,Females - 30-34 years (no.)
2011,244,ERP_F_9,Females - 35-39 years (no.)
2012,233,ERP_F_9,Females - 35-39 years (no.)
2013,228,ERP_F_9,Females - 35-39 years (no.)
2014,212,ERP_F_9,Females - 35-39 years (no.)
2015,190,ERP_F_9,Females - 35-39 years (no.)
2016,194,ERP_F_9,Females - 35-39 years (no.)
2011,341,ERP_F_10,Females - 40-44 years (no.)
2012,330,ERP_F_10,Females - 40-44 years (no.)
2013,313,ERP_F_10,Females - 40-44 years (no.)
2014,309,ERP_F_10,Females - 40-44 years (no.)
2015,307,ERP_F_10,Females - 40-44 years (no.)
2016,294,ERP_F_10,Females - 40-44 years (no.)
2011,390,ERP_F_11,Females - 45-49 years (no.)
2012,377,ERP_F_11,Females - 45-49 years (no.)
2013,374,ERP_F_11,Females - 45-49 years (no.)
2014,371,ERP_F_11,Females - 45-49 years (no.)
2015,352,ERP_F_11,Females - 45-49 years (no.)
2016,338,ERP_F_11,Females - 45-49 years (no.)
2011,288,ERP_F_12,Females - 50-54 years (no.)
2012,308,ERP_F_12,Females - 50-54 years (no.)
2013,329,ERP_F_12,Females - 50-54 years (no.)
2014,324,ERP_F_12,Females - 50-54 years (no.)
2015,356,ERP_F_12,Females - 50-54 years (no.)
2016,369,ERP_F_12,Females - 50-54 years (no.)
2011,196,ERP_F_13,Females - 55-59 years (no.)
2012,205,ERP_F_13,Females - 55-59 years (no.)
2013,209,ERP_F_13,Females - 55-59 years (no.)
2014,227,ERP_F_13,Females - 55-59 years (no.)
2015,226,ERP_F_13,Females - 55-59 years (no.)
2016,228,ERP_F_13,Females - 55-59 years (no.)
2011,97,ERP_F_14,Females - 60-64 years (no.)
2012,116,ERP_F_14,Females - 60-64 years (no.)
2013,136,ERP_F_14,Females - 60-64 years (no.)
2014,154,ERP_F_14,Females - 60-64 years (no.)
2015,169,ERP_F_14,Females - 60-64 years (no.)
2016,184,ERP_F_14,Females - 60-64 years (no.)
2011,70,ERP_F_15,Females - 65-69 years (no.)
2012,76,ERP_F_15,Females - 65-69 years (no.)
2013,81,ERP_F_15,Females - 65-69 years (no.)
2014,86,ERP_F_15,Females - 65-69 years (no.)
2015,100,ERP_F_15,Females - 65-69 years (no.)
2016,105,ERP_F_15,Females - 65-69 years (no.)
2011,70,ERP_F_16,Females - 70-74 years (no.)
2012,63,ERP_F_16,Females - 70-74 years (no.)
2013,62,ERP_F_16,Females - 70-74 years (no.)
2014,64,ERP_F_16,Females - 70-74 years (no.)
2015,61,ERP_F_16,Females - 70-74 years (no.)
2016,70,ERP_F_16,Females - 70-74 years (no.)
2011,18,ERP_F_17,Females - 75-79 years (no.)
2012,30,ERP_F_17,Females - 75-79 years (no.)
2013,36,ERP_F_17,Females - 75-79 years (no.)
2014,40,ERP_F_17,Females - 75-79 years (no.)
2015,48,ERP_F_17,Females - 75-79 years (no.)
2016,47,ERP_F_17,Females - 75-79 years (no.)
2011,12,ERP_F_18,Females - 80-84 years (no.)
2012,14,ERP_F_18,Females - 80-84 years (no.)
2013,17,ERP_F_18,Females - 80-84 years (no.)
2014,18,ERP_F_18,Females - 80-84 years (no.)
2015,17,ERP_F_18,Females - 80-84 years (no.)
2016,22,ERP_F_18,Females - 80-84 years (no.)
2011,28,ERP_F_19,Females - 85 and over (no.)
2012,25,ERP_F_19,Females - 85 and over (no.)
2013,22,ERP_F_19,Females - 85 and over (no.)
2014,21,ERP_F_19,Females - 85 and over (no.)
2015,20,ERP_F_19,Females - 85 and over (no.)
2016,17,ERP_F_19,Females - 85 and over (no.)
2011,3418,ERP_F_20,Females - Total (no.)
2012,3430,ERP_F_20,Females - Total (no.)
2013,3440,ERP_F_20,Females - Total (no.)
2014,3443,ERP_F_20,Females - Total (no.)
2015,3450,ERP_F_20,Females - Total (no.)
2016,3458,ERP_F_20,Females - Total (no.)
2011,357,ERP_P_2,Persons - 0-4 years (no.)
2012,364,ERP_P_2,Persons - 0-4 years (no.)
2013,372,ERP_P_2,Persons - 0-4 years (no.)
2014,358,ERP_P_2,Persons - 0-4 years (no.)
2015,343,ERP_P_2,Persons - 0-4 years (no.)
2016,346,ERP_P_2,Persons - 0-4 years (no.)
2011,509,ERP_P_3,Persons - 5-9 years (no.)
2012,474,ERP_P_3,Persons - 5-9 years (no.)
2013,454,ERP_P_3,Persons - 5-9 years (no.)
2014,457,ERP_P_3,Persons - 5-9 years (no.)
2015,443,ERP_P_3,Persons - 5-9 years (no.)
2016,446,ERP_P_3,Persons - 5-9 years (no.)
2011,635,ERP_P_4,Persons - 10-14 years (no.)
2012,632,ERP_P_4,Persons - 10-14 years (no.)
2013,596,ERP_P_4,Persons - 10-14 years (no.)
2014,582,ERP_P_4,Persons - 10-14 years (no.)
2015,581,ERP_P_4,Persons - 10-14 years (no.)
2016,572,ERP_P_4,Persons - 10-14 years (no.)
2011,698,ERP_P_5,Persons - 15-19 years (no.)
2012,700,ERP_P_5,Persons - 15-19 years (no.)
2013,710,ERP_P_5,Persons - 15-19 years (no.)
2014,690,ERP_P_5,Persons - 15-19 years (no.)
2015,689,ERP_P_5,Persons - 15-19 years (no.)
2016,654,ERP_P_5,Persons - 15-19 years (no.)
2011,509,ERP_P_6,Persons - 20-24 years (no.)
2012,534,ERP_P_6,Persons - 20-24 years (no.)
2013,551,ERP_P_6,Persons - 20-24 years (no.)
2014,571,ERP_P_6,Persons - 20-24 years (no.)
2015,585,ERP_P_6,Persons - 20-24 years (no.)
2016,609,ERP_P_6,Persons - 20-24 years (no.)
2011,282,ERP_P_7,Persons - 25-29 years (no.)
2012,292,ERP_P_7,Persons - 25-29 years (no.)
2013,311,ERP_P_7,Persons - 25-29 years (no.)
2014,330,ERP_P_7,Persons - 25-29 years (no.)
2015,328,ERP_P_7,Persons - 25-29 years (no.)
2016,334,ERP_P_7,Persons - 25-29 years (no.)
2011,312,ERP_P_8,Persons - 30-34 years (no.)
2012,313,ERP_P_8,Persons - 30-34 years (no.)
2013,307,ERP_P_8,Persons - 30-34 years (no.)
2014,299,ERP_P_8,Persons - 30-34 years (no.)
2015,299,ERP_P_8,Persons - 30-34 years (no.)
2016,284,ERP_P_8,Persons - 30-34 years (no.)
2011,460,ERP_P_9,Persons - 35-39 years (no.)
2012,432,ERP_P_9,Persons - 35-39 years (no.)
2013,410,ERP_P_9,Persons - 35-39 years (no.)
2014,389,ERP_P_9,Persons - 35-39 years (no.)
2015,361,ERP_P_9,Persons - 35-39 years (no.)
2016,366,ERP_P_9,Persons - 35-39 years (no.)
2011,676,ERP_P_10,Persons - 40-44 years (no.)
2012,629,ERP_P_10,Persons - 40-44 years (no.)
2013,596,ERP_P_10,Persons - 40-44 years (no.)
2014,559,ERP_P_10,Persons - 40-44 years (no.)
2015,557,ERP_P_10,Persons - 40-44 years (no.)
2016,532,ERP_P_10,Persons - 40-44 years (no.)
2011,729,ERP_P_11,Persons - 45-49 years (no.)
2012,726,ERP_P_11,Persons - 45-49 years (no.)
2013,705,ERP_P_11,Persons - 45-49 years (no.)
2014,707,ERP_P_11,Persons - 45-49 years (no.)
2015,681,ERP_P_11,Persons - 45-49 years (no.)
2016,635,ERP_P_11,Persons - 45-49 years (no.)
2011,581,ERP_P_12,Persons - 50-54 years (no.)
2012,622,ERP_P_12,Persons - 50-54 years (no.)
2013,651,ERP_P_12,Persons - 50-54 years (no.)
2014,661,ERP_P_12,Persons - 50-54 years (no.)
2015,690,ERP_P_12,Persons - 50-54 years (no.)
2016,720,ERP_P_12,Persons - 50-54 years (no.)
2011,434,ERP_P_13,Persons - 55-59 years (no.)
2012,439,ERP_P_13,Persons - 55-59 years (no.)
2013,468,ERP_P_13,Persons - 55-59 years (no.)
2014,501,ERP_P_13,Persons - 55-59 years (no.)
2015,504,ERP_P_13,Persons - 55-59 years (no.)
2016,522,ERP_P_13,Persons - 55-59 years (no.)
2011,228,ERP_P_14,Persons - 60-64 years (no.)
2012,266,ERP_P_14,Persons - 60-64 years (no.)
2013,300,ERP_P_14,Persons - 60-64 years (no.)
2014,323,ERP_P_14,Persons - 60-64 years (no.)
2015,355,ERP_P_14,Persons - 60-64 years (no.)
2016,380,ERP_P_14,Persons - 60-64 years (no.)
2011,143,ERP_P_15,Persons - 65-69 years (no.)
2012,152,ERP_P_15,Persons - 65-69 years (no.)
2013,166,ERP_P_15,Persons - 65-69 years (no.)
2014,181,ERP_P_15,Persons - 65-69 years (no.)
2015,202,ERP_P_15,Persons - 65-69 years (no.)
2016,212,ERP_P_15,Persons - 65-69 years (no.)
2011,134,ERP_P_16,Persons - 70-74 years (no.)
2012,129,ERP_P_16,Persons - 70-74 years (no.)
2013,131,ERP_P_16,Persons - 70-74 years (no.)
2014,131,ERP_P_16,Persons - 70-74 years (no.)
2015,121,ERP_P_16,Persons - 70-74 years (no.)
2016,132,ERP_P_16,Persons - 70-74 years (no.)
2011,45,ERP_P_17,Persons - 75-79 years (no.)
2012,57,ERP_P_17,Persons - 75-79 years (no.)
2013,65,ERP_P_17,Persons - 75-79 years (no.)
2014,70,ERP_P_17,Persons - 75-79 years (no.)
2015,88,ERP_P_17,Persons - 75-79 years (no.)
2016,93,ERP_P_17,Persons - 75-79 years (no.)
2011,43,ERP_P_18,Persons - 80-84 years (no.)
2012,43,ERP_P_18,Persons - 80-84 years (no.)
2013,37,ERP_P_18,Persons - 80-84 years (no.)
2014,39,ERP_P_18,Persons - 80-84 years (no.)
2015,34,ERP_P_18,Persons - 80-84 years (no.)
2016,35,ERP_P_18,Persons - 80-84 years (no.)
2011,32,ERP_P_19,Persons - 85 and over (no.)
2012,33,ERP_P_19,Persons - 85 and over (no.)
2013,35,ERP_P_19,Persons - 85 and over (no.)
2014,33,ERP_P_19,Persons - 85 and over (no.)
2015,34,ERP_P_19,Persons - 85 and over (no.)
2016,33,ERP_P_19,Persons - 85 and over (no.)
2011,6807,ERP_P_20,Persons - Total (no.)
2012,6837,ERP_P_20,Persons - Total (no.)
2013,6865,ERP_P_20,Persons - Total (no.)
2014,6881,ERP_P_20,Persons - Total (no.)
2015,6895,ERP_P_20,Persons - Total (no.)
2016,6905,ERP_P_20,Persons - Total (no.)
2017,6938,ERP_P_20,Persons - Total (no.)
2011,72.1,ERP_18,Working Age Population (aged 15-64 years)
2012,72.4,ERP_18,Working Age Population (aged 15-64 years)
2013,73,ERP_18,Working Age Population (aged 15-64 years)
2014,73.1,ERP_18,Working Age Population (aged 15-64 years)
2015,73.2,ERP_18,Working Age Population (aged 15-64 years)
2016,72.9,ERP_18,Working Age Population (aged 15-64 years)
2016,37,ERP_19,Median Age - Males (years)
2016,38.7,ERP_22,Median Age - Females (years)
2016,37.9,ERP_23,Median Age - Persons (years)
2016,373.4,ERP_21,Population density (ERP at 30 June) (persons/km2)
2011,0.1,CENSUS_2,Aboriginal and Torres Strait Islander Peoples - Proportion of total population (%)
2016,0.4,CENSUS_2,Aboriginal and Torres Strait Islander Peoples - Proportion of total population (%)
2011,1,CENSUS_4,Born in Oceania and Antarctica (excluding Australia) (%)
2016,1.2,CENSUS_4,Born in Oceania and Antarctica (excluding Australia) (%)
2011,6.3,CENSUS_5,Born in North-West Europe (%)
2016,5.3,CENSUS_5,Born in North-West Europe (%)
2011,3.7,CENSUS_6,Born in Southern and Eastern Europe (%)
2016,3.3,CENSUS_6,Born in Southern and Eastern Europe (%)
2011,1.4,CENSUS_7,Born in North Africa and the Middle East (%)
2016,1.4,CENSUS_7,Born in North Africa and the Middle East (%)
2011,2.5,CENSUS_8,Born in South-East Asia (%)
2016,2.6,CENSUS_8,Born in South-East Asia (%)
2011,1,CENSUS_9,Born in North-East Asia (%)
2016,2.3,CENSUS_9,Born in North-East Asia (%)
2011,3.2,CENSUS_10,Born in Southern and Central Asia (%)
2016,3.2,CENSUS_10,Born in Southern and Central Asia (%)
2011,0.7,CENSUS_11,Born in Americas (%)
2016,0.7,CENSUS_11,Born in Americas (%)
2011,1.2,CENSUS_12,Born in Sub-Saharan Africa (%)
2016,1.2,CENSUS_12,Born in Sub-Saharan Africa (%)
2011,21,CENSUS_13,Total born overseas (%)
2016,21.1,CENSUS_13,Total born overseas (%)
2016,1.7,CENSUS_15,Buddhism (%)
2016,56.9,CENSUS_16,Christianity (%)
2016,0.8,CENSUS_17,Hinduism (%)
2016,1.9,CENSUS_18,Islam (%)
2016,0.1,CENSUS_19,Judaism (%)
2016,0.3,CENSUS_20,Other Religions (%)
2016,30.3,CENSUS_21,"Secular Beliefs, Other Spiritual Beliefs and No Religious Affiliation (%)"
2016,8,CENSUS_22,Religious Affiliation - Inadequately described or not stated (%)
2011,8.4,CENSUS_24,Persons born overseas who arrived less than 5 years ago (%)
2016,7,CENSUS_24,Persons born overseas who arrived less than 5 years ago (%)
2011,10.4,CENSUS_25,Persons born overseas who arrived 5 to 10 years ago (%)
2016,10.3,CENSUS_25,Persons born overseas who arrived 5 to 10 years ago (%)
2011,77.9,CENSUS_26,Persons born overseas who arrived over 10 years ago (%)
2016,80.6,CENSUS_26,Persons born overseas who arrived over 10 years ago (%)
2011,3.2,CENSUS_27,Year of Arrival in Australia - Not stated (%)
2016,2.3,CENSUS_27,Year of Arrival in Australia - Not stated (%)
2011,92,CENSUS_29,Australian citizen (%)
2016,89.4,CENSUS_29,Australian citizen (%)
2011,5.3,CENSUS_30,Not an Australian citizen (%)
2016,5.2,CENSUS_30,Not an Australian citizen (%)
2011,2.7,CENSUS_31,Australian Citizenship - Not stated (%)
2016,5.5,CENSUS_31,Australian Citizenship - Not stated (%)
2011,16.2,CENSUS_33,Speaks a Language Other Than English at Home - Proportion of total population (%)
2016,16.8,CENSUS_33,Speaks a Language Other Than English at Home - Proportion of total population (%)
2013,345,CABEE_2,Number of non-employing businesses (no.)
2014,371,CABEE_2,Number of non-employing businesses (no.)
2015,380,CABEE_2,Number of non-employing businesses (no.)
2016,401,CABEE_2,Number of non-employing businesses (no.)
2017,400,CABEE_2,Number of non-employing businesses (no.)
2013,194,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2014,193,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2015,199,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2016,197,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2017,195,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2013,38,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2014,28,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2015,37,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2016,42,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2017,35,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2013,7,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2014,6,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2015,3,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2016,3,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2017,4,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2013,585,CABEE_5,Total number of businesses (no.)
2014,595,CABEE_5,Total number of businesses (no.)
2015,621,CABEE_5,Total number of businesses (no.)
2016,637,CABEE_5,Total number of businesses (no.)
2017,638,CABEE_5,Total number of businesses (no.)
2014,66,CABEE_7,Number of non employing business entries (no.)
2015,69,CABEE_7,Number of non employing business entries (no.)
2016,65,CABEE_7,Number of non employing business entries (no.)
2017,58,CABEE_7,Number of non employing business entries (no.)
2014,18,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2015,27,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2016,13,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2017,18,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2015,3,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2016,3,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2014,82,CABEE_10,Total number of business entries (no.)
2015,94,CABEE_10,Total number of business entries (no.)
2016,80,CABEE_10,Total number of business entries (no.)
2017,85,CABEE_10,Total number of business entries (no.)
2014,43,CABEE_12,Number of non employing business exits (no.)
2015,58,CABEE_12,Number of non employing business exits (no.)
2016,51,CABEE_12,Number of non employing business exits (no.)
2017,59,CABEE_12,Number of non employing business exits (no.)
2014,12,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2015,12,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2016,13,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2017,14,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2014,3,CABEE_14,Number of employing business exits: 5-19 employees (no.)
2017,5,CABEE_14,Number of employing business exits: 5-19 employees (no.)
